submission_id,question,response1,sentence_left,startDate,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,hit_id,item,botresponse,trials,assignment_id,correct2,pic_spec,understand,text,condition,sentence,age,response,comments,ref_spec,picture1,response3,education,target_size,name,worker_id,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,correct,adj_cond,trial_name
491,NA,pine,NA,Fri Sep 06 2019 14:10:26 GMT-0400 (Eastern Daylight Time),NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,,1,3W1K7D6QSB5V821KPQIO8XUAG86BZ8,trees,jessica,NA,39LOEL67OTTE8VUDR9871EVIKAL83N,bonsai,NA,yes,Please label the pictures below.,NA,NA,23,NA,,NA,warmup/sequoia.png,trees,graduated_college,NA,NA,AMTTB8JUWRRM7,English,female,NA,trees,NA,3,1567793426562,1,This is a ,.8,These are both,bonsai,NA,NA,warmup2
491,NA,sequoia,NA,Fri Sep 06 2019 14:10:26 GMT-0400 (Eastern Daylight Time),NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,,1,3W1K7D6QSB5V821KPQIO8XUAG86BZ8,trees,jessica,NA,39LOEL67OTTE8VUDR9871EVIKAL83N,bonsai,NA,yes,Please label the pictures below.,NA,NA,23,NA,,NA,warmup/sequoia.png,trees,graduated_college,NA,NA,AMTTB8JUWRRM7,English,female,NA,trees,NA,3,1567793426562,2,This is a ,.8,These are both,bonsai,NA,NA,warmup2
491,What do you think your friend meant?,NA,It is big relative to other ,Fri Sep 06 2019 14:10:26 GMT-0400 (Eastern Daylight Time),images/bird-parade-basic.png,13,NA,NA,NA,,1,3W1K7D6QSB5V821KPQIO8XUAG86BZ8,birds,jessica,NA,39LOEL67OTTE8VUDR9871EVIKAL83N,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a big eagle.</b>",prenominal,NA,23,birds,,0,NA,NA,graduated_college,big,NA,AMTTB8JUWRRM7,English,female,,NA,You and your friend see the following:,1,1567793426562,NA,NA,.8,NA,NA,NA,basic,custom_main_text2
491,What do you think your friend meant?,NA,It is small relative to other ,Fri Sep 06 2019 14:10:26 GMT-0400 (Eastern Daylight Time),images/tree-parade-bonsai.png,13,NA,NA,NA,,1,3W1K7D6QSB5V821KPQIO8XUAG86BZ8,trees,jessica,NA,39LOEL67OTTE8VUDR9871EVIKAL83N,NA,1,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,23,bonsai,,1,NA,NA,graduated_college,small,NA,AMTTB8JUWRRM7,English,female,,NA,You and your friend see the following:,2,1567793426562,NA,NA,.8,NA,NA,NA,congr,custom_main_text2
491,What do you think your friend meant?,NA,It is small relative to other ,Fri Sep 06 2019 14:10:26 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic2.png,13,NA,NA,NA,,1,3W1K7D6QSB5V821KPQIO8XUAG86BZ8,dogs2,jessica,NA,39LOEL67OTTE8VUDR9871EVIKAL83N,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,23,dogs,,1,NA,NA,graduated_college,small,NA,AMTTB8JUWRRM7,English,female,,NA,You and your friend see the following:,3,1567793426562,NA,NA,.8,NA,NA,NA,basic,custom_main_text2
489,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other ,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),NA,13,NA,NA,NA,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,NA,jennifer,1,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",64,buildings,,NA,NA,NA,some_college,NA,comp_class_warmup,AOS2PVHT2HYTL,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1567792328184,1,NA,1.00,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
489,NA,hummingbird,NA,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),NA,13,warmup/eagle.jpg,hummingbird,This is a ,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,birds,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,eagle,NA,yes,Please label the pictures below.,NA,NA,64,NA,,NA,warmup/colibri.jpg,birds,some_college,NA,NA,AOS2PVHT2HYTL,English,female,NA,birds,NA,1,1567792328184,1,This is an ,1.00,These are both,eagle,NA,NA,warmup1
489,NA,pine,NA,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,trees,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,bonsai,NA,yes,Please label the pictures below.,NA,NA,64,NA,,NA,warmup/sequoia.png,trees,some_college,NA,NA,AOS2PVHT2HYTL,English,female,NA,trees,NA,2,1567792328184,1,This is a ,1.00,These are both,bonsai,NA,NA,warmup1
489,NA,sequoia,NA,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,trees,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,bonsai,NA,yes,Please label the pictures below.,NA,NA,64,NA,,NA,warmup/sequoia.png,trees,some_college,NA,NA,AOS2PVHT2HYTL,English,female,NA,trees,NA,2,1567792328184,2,This is a ,1.00,These are both,bonsai,NA,NA,warmup1
489,NA,bulldog,NA,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),NA,13,warmup/great-dane.jpg,pug,This is a ,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,dogs,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,great dane,NA,yes,Please label the pictures below.,NA,NA,64,NA,,NA,warmup/pug.jpg,dogs,some_college,NA,NA,AOS2PVHT2HYTL,English,female,NA,dogs,NA,3,1567792328184,1,This is a ,1.00,These are both,great dane,NA,NA,warmup1
489,NA,pug,NA,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),NA,13,warmup/great-dane.jpg,pug,This is a ,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,dogs,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,great dane,NA,yes,Please label the pictures below.,NA,NA,64,NA,,NA,warmup/pug.jpg,dogs,some_college,NA,NA,AOS2PVHT2HYTL,English,female,NA,dogs,NA,3,1567792328184,2,This is a ,1.00,These are both,great dane,NA,NA,warmup1
489,What do you think your friend meant?,NA,It is small relative to other ,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),images/dog-parade-great-dane.png,13,NA,NA,NA,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,dogs2,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,NA,2,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small great dane.</b>",prenominal,NA,64,great danes,,0,NA,NA,some_college,small,NA,AOS2PVHT2HYTL,English,female,,NA,You and your friend see the following:,1,1567792328184,NA,NA,1.00,NA,NA,NA,incongr,custom_main_text1
489,What do you think your friend meant?,NA,It is small relative to other ,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),images/bird-parade-hummingbird.png,13,NA,NA,NA,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,birds,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,NA,1,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,64,hummingbirds,,1,NA,NA,some_college,small,NA,AOS2PVHT2HYTL,English,female,,NA,You and your friend see the following:,2,1567792328184,NA,NA,1.00,NA,NA,NA,congr,custom_main_text1
489,What do you think your friend meant?,NA,It is small relative to other ,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),images/tree-parade-basic.png,13,NA,NA,NA,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,trees,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small bonsai.</b>",prenominal,NA,64,bonsais,,0,NA,NA,some_college,small,NA,AOS2PVHT2HYTL,English,female,,NA,You and your friend see the following:,3,1567792328184,NA,NA,1.00,NA,NA,NA,basic,custom_main_text1
489,NA,shark,NA,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),NA,13,warmup/goldfish.png,swordfish,This is a ,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,fish,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,goldfish,NA,yes,Please label the pictures below.,NA,NA,64,NA,,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,AOS2PVHT2HYTL,English,female,NA,fish,NA,1,1567792328184,1,This is a ,1.00,These are both,goldfish,NA,NA,warmup2
489,NA,swordfish,NA,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),NA,13,warmup/goldfish.png,swordfish,This is a ,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,fish,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,goldfish,NA,yes,Please label the pictures below.,NA,NA,64,NA,,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,AOS2PVHT2HYTL,English,female,NA,fish,NA,1,1567792328184,2,This is a ,1.00,These are both,goldfish,NA,NA,warmup2
489,NA,dandelion,NA,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),NA,13,warmup/sunflower.png,dandelion,This is a ,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,flowers,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,sunflower,NA,yes,Please label the pictures below.,NA,NA,64,NA,,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,AOS2PVHT2HYTL,English,female,NA,flowers,NA,2,1567792328184,1,This is a ,1.00,These are both,sunflower,NA,NA,warmup2
489,NA,chihuahua,NA,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),NA,13,warmup/doberman.png,chihuahua,This is a ,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,dogs,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,doberman,NA,yes,Please label the pictures below.,NA,NA,64,NA,,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,AOS2PVHT2HYTL,English,female,NA,dogs,NA,3,1567792328184,1,This is a ,1.00,These are both,doberman,NA,NA,warmup2
489,What do you think your friend meant?,NA,It is big relative to other ,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),images/dog-parade-basic.png,13,NA,NA,NA,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,dogs1,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a big doberman.</b>",prenominal,NA,64,dobermans,,0,NA,NA,some_college,big,NA,AOS2PVHT2HYTL,English,female,,NA,You and your friend see the following:,1,1567792328184,NA,NA,1.00,NA,NA,NA,basic,custom_main_text2
489,Please rephrase your friend's comment.,NA,It is big relative to other ,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),images/fish-parade-basic.png,13,NA,NA,NA,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,fish,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,64,swordfish,,1,NA,NA,some_college,big,NA,AOS2PVHT2HYTL,English,female,,NA,You and your friend see the following:,2,1567792328184,NA,NA,1.00,NA,NA,NA,basic,custom_main_text2
489,What do you think your friend meant?,NA,It is big relative to other ,Fri Sep 06 2019 10:52:08 GMT-0700 (Pacific Daylight Time),images/flower-parade-dandelion.png,13,NA,NA,NA,I had to reload because a picture didn't load......,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,flowers,jennifer,NA,3H7XDTSHKDFQS82JKRVXYOND6M4WG9,NA,2,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,64,dandelions,,1,NA,NA,some_college,big,NA,AOS2PVHT2HYTL,English,female,,NA,You and your friend see the following:,3,1567792328184,NA,NA,1.00,NA,NA,NA,incongr,custom_main_text2
487,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other ,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),NA,13,NA,NA,NA,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,NA,jennifer,1,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",48,buildings,,NA,NA,NA,some_college,NA,comp_class_warmup,A2XKVWHXJV0HWZ,english,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1567791733365,1,NA,2.00,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
487,NA,tree,NA,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,trees,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,bonsai,NA,yes,Please label the pictures below.,NA,NA,48,NA,,NA,warmup/sequoia.png,green,some_college,NA,NA,A2XKVWHXJV0HWZ,english,female,NA,trees,NA,1,1567791733365,1,This is a ,2.00,These are both,plant,NA,NA,warmup1
487,NA,tree,NA,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,trees,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,bonsai,NA,yes,Please label the pictures below.,NA,NA,48,NA,,NA,warmup/sequoia.png,trees,some_college,NA,NA,A2XKVWHXJV0HWZ,english,female,NA,trees,NA,1,1567791733365,2,This is a ,2.00,These are both,plant,NA,NA,warmup1
487,NA,tree,NA,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,trees,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,bonsai,NA,yes,Please label the pictures below.,NA,NA,48,NA,,NA,warmup/sequoia.png,trees,some_college,NA,NA,A2XKVWHXJV0HWZ,english,female,NA,trees,NA,1,1567791733365,3,This is a ,2.00,These are both,tree,NA,NA,warmup1
487,NA,tree,NA,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,trees,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,bonsai,NA,yes,Please label the pictures below.,NA,NA,48,NA,,NA,warmup/sequoia.png,trees,some_college,NA,NA,A2XKVWHXJV0HWZ,english,female,NA,trees,NA,1,1567791733365,4,This is a ,2.00,These are both,tree,NA,NA,warmup1
487,NA,redwood,NA,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,trees,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,bonsai,NA,yes,Please label the pictures below.,NA,NA,48,NA,,NA,warmup/sequoia.png,trees,some_college,NA,NA,A2XKVWHXJV0HWZ,english,female,NA,trees,NA,1,1567791733365,5,This is a ,2.00,These are both,bonsai,NA,NA,warmup1
487,NA,sun flower,NA,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),NA,13,warmup/sunflower.png,dandelion,This is a ,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,flowers,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,sunflower,NA,yes,Please label the pictures below.,NA,NA,48,NA,,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,A2XKVWHXJV0HWZ,english,female,NA,flowers,NA,2,1567791733365,1,This is a ,2.00,These are both,sun flower,NA,NA,warmup1
487,NA,dandelion,NA,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),NA,13,warmup/sunflower.png,dandelion,This is a ,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,flowers,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,sunflower,NA,yes,Please label the pictures below.,NA,NA,48,NA,,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,A2XKVWHXJV0HWZ,english,female,NA,flowers,NA,2,1567791733365,2,This is a ,2.00,These are both,sunflower,NA,NA,warmup1
487,NA,dog,NA,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),NA,13,warmup/doberman.png,chihuahua,This is a ,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,dogs,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,doberman,NA,yes,Please label the pictures below.,NA,NA,48,NA,,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,A2XKVWHXJV0HWZ,english,female,NA,dogs,NA,3,1567791733365,1,This is a ,2.00,These are both,dog,NA,NA,warmup1
487,NA,chihuahua,NA,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),NA,13,warmup/doberman.png,chihuahua,This is a ,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,dogs,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,doberman,NA,yes,Please label the pictures below.,NA,NA,48,NA,,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,A2XKVWHXJV0HWZ,english,female,NA,dogs,NA,3,1567791733365,2,This is a ,2.00,These are both,doberman,NA,NA,warmup1
487,What do you think your friend meant?,NA,It is small relative to other ,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),images/flower-parade-dandelion.png,13,NA,NA,NA,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,flowers,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,NA,1,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,48,flowers,,1,NA,NA,some_college,small,NA,A2XKVWHXJV0HWZ,english,female,,NA,You and your friend see the following:,1,1567791733365,NA,NA,2.00,NA,NA,NA,congr,custom_main_text1
487,What do you think your friend meant?,NA,It is big relative to other ,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),images/dog-parade-doberman.png,13,NA,NA,NA,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,dogs1,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,NA,1,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,48,doberman's,,1,NA,NA,some_college,big,NA,A2XKVWHXJV0HWZ,english,female,,NA,You and your friend see the following:,2,1567791733365,NA,NA,2.00,NA,NA,NA,congr,custom_main_text1
487,What do you think your friend meant?,NA,It is big relative to other ,Fri Sep 06 2019 12:42:13 GMT-0500 (Central Daylight Time),images/tree-parade-basic.png,13,NA,NA,NA,none.,2,3QE4DGPGBRZBWML6KJKCFC8YVQV4G6,trees,jennifer,NA,3GU1KF0O4JP4HIX7SJPO5JOKXCYPBF,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,48,tree's,,1,NA,NA,some_college,big,NA,A2XKVWHXJV0HWZ,english,female,,NA,You and your friend see the following:,3,1567791733365,NA,NA,2.00,NA,NA,NA,basic,custom_main_text1
