submission_id,question,response1,sentence_left,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,correct2,pic_spec,understand,text,age,response,comments,ref_spec,picture1,response3,education,target_size,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,trial_name,condition
407,Please rephrase your friend's comment.,NA,It is small relative to other,images/bird-parade-basic.png,11,NA,NA,NA,No.,1,birds,sarah,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b> That's a small one.</b>,27,eagles,NA,1,NA,NA,some_college,small,English,female,NA,NA,You and your friend see the following:,2,1566831389201,NA,NA,1,NA,NA,custom_main_text1,prenominal
407,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-basic2.png,11,NA,NA,NA,No.,1,dogs2,sarah,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big great dane.</b>,27,great danes,NA,0,NA,NA,some_college,big,English,female,NA,NA,You and your friend see the following:,3,1566831389201,NA,NA,1,NA,NA,custom_main_text1,prenominal
407,NA,chihuahua,NA,NA,11,warmup/doberman.png,chihuahua,This is a,No.,1,dogs,sarah,doberman,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,English,female,NA,dogs,NA,1,1566831389201,1,This is a,1,These are both,doberman,warmup2,NA
407,NA,swordfish,NA,NA,11,warmup/goldfish.png,swordfish,This is a,No.,1,fish,sarah,goldfish,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,English,female,NA,fish,NA,2,1566831389201,1,This is a,1,These are both,goldfish,warmup2,NA
407,NA,dandilion,NA,NA,11,warmup/sunflower.png,dandelion,This is a,No.,1,flowers,sarah,sunflower,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,English,female,NA,flowers,NA,3,1566831389201,1,This is a,1,These are both,sunflower,warmup2,NA
407,NA,dandelion,NA,NA,11,warmup/sunflower.png,dandelion,This is a,No.,1,flowers,sarah,sunflower,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,English,female,NA,flowers,NA,3,1566831389201,2,This is a,1,These are both,sunflower,warmup2,NA
407,Please rephrase your friend's comment.,NA,It is small relative to other,images/flower-parade-basic.png,11,NA,NA,NA,No.,1,flowers,sarah,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small dandelion.</b>,27,dandelions,NA,0,NA,NA,some_college,small,English,female,NA,NA,You and your friend see the following:,1,1566831389201,NA,NA,1,NA,NA,custom_main_text2,prenominal
407,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-doberman.png,11,NA,NA,NA,No.,1,dogs1,sarah,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big one.</b>,27,dobermen,NA,1,NA,NA,some_college,big,English,female,NA,NA,You and your friend see the following:,2,1566831389201,NA,NA,1,NA,NA,custom_main_text2,prenominal
407,Please rephrase your friend's comment.,NA,It is big relative to other,images/fish-parade-swordfish.png,11,NA,NA,NA,No.,1,fish,sarah,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big swordfish.</b>,27,swordfish,NA,0,NA,NA,some_college,big,English,female,NA,NA,You and your friend see the following:,3,1566831389201,NA,NA,1,NA,NA,custom_main_text2,prenominal
389,NA,hummingbird,NA,NA,11,warmup/eagle.jpg,hummingbird,This is a,no,2,birds,mary,eagle,NA,yes,Please label the pictures below.,30,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,english,female,NA,birds,NA,1,1566831007307,1,This is an,2,These are both,eagle,warmup1,NA
389,NA,marlin,NA,NA,11,warmup/goldfish.png,swordfish,This is a,no,2,fish,mary,goldfish,NA,yes,Please label the pictures below.,30,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,english,female,NA,fish,NA,2,1566831007307,1,This is a,2,These are both,goldfish,warmup1,NA
389,NA,swordfish,NA,NA,11,warmup/goldfish.png,swordfish,This is a,no,2,fish,mary,goldfish,NA,yes,Please label the pictures below.,30,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,english,female,NA,fish,NA,2,1566831007307,2,This is a,2,These are both,goldfish,warmup1,NA
389,NA,daisy,NA,NA,11,warmup/sunflower.png,dandelion,This is a,no,2,flowers,mary,sunflower,NA,yes,Please label the pictures below.,30,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,english,female,NA,flowers,NA,3,1566831007307,1,This is a,2,These are both,sunflower,warmup1,NA
389,NA,dandelion,NA,NA,11,warmup/sunflower.png,dandelion,This is a,no,2,flowers,mary,sunflower,NA,yes,Please label the pictures below.,30,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,english,female,NA,flowers,NA,3,1566831007307,2,This is a,2,These are both,sunflower,warmup1,NA
389,Please rephrase your friend's comment.,NA,It is big relative to other,images/flower-parade-basic.png,11,NA,NA,NA,no,2,flowers,mary,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big sunflower.</b>,30,flowers,NA,0,NA,NA,some_college,big,english,female,NA,NA,You and your friend see the following:,1,1566831007307,NA,NA,2,NA,NA,custom_main_text1,prenominal
389,Please rephrase your friend's comment.,NA,It is small relative to other,images/fish-parade-basic.png,11,NA,NA,NA,no,2,fish,mary,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small goldfish.</b>,30,goldfish,NA,0,NA,NA,some_college,small,english,female,NA,NA,You and your friend see the following:,2,1566831007307,NA,NA,2,NA,NA,custom_main_text1,prenominal
389,Please rephrase your friend's comment.,NA,It is big relative to other,images/bird-parade-eagle.png,11,NA,NA,NA,no,2,birds,mary,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b> That's a big one.</b>,30,eagles,NA,1,NA,NA,some_college,big,english,female,NA,NA,You and your friend see the following:,3,1566831007307,NA,NA,2,NA,NA,custom_main_text1,prenominal
389,NA,pug,NA,NA,11,warmup/great-dane.jpg,pug,This is a,no,2,dogs,mary,great dane,NA,yes,Please label the pictures below.,30,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,english,female,NA,dogs,NA,1,1566831007307,1,This is a,2,These are both,great dane,warmup2,NA
389,NA,chiuaua,NA,NA,11,warmup/doberman.png,chihuahua,This is a,no,2,dogs,mary,doberman,NA,yes,Please label the pictures below.,30,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,english,female,NA,dogs,NA,2,1566831007307,1,This is a,2,These are both,rottweiler,warmup2,NA
389,NA,chihuahua,NA,NA,11,warmup/doberman.png,chihuahua,This is a,no,2,dogs,mary,doberman,NA,yes,Please label the pictures below.,30,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,english,female,NA,dogs,NA,2,1566831007307,2,This is a,2,These are both,doberman,warmup2,NA
389,NA,redwood,NA,NA,11,warmup/bonsai.jpg,redwood|sequoia,This is a,no,2,trees,mary,bonsai,NA,yes,Please label the pictures below.,30,NA,NA,NA,warmup/sequoia.jpg,trees,some_college,NA,english,female,NA,trees,NA,3,1566831007307,1,This is a,2,These are both,twig,warmup2,NA
389,NA,redwood,NA,NA,11,warmup/bonsai.jpg,redwood|sequoia,This is a,no,2,trees,mary,bonsai,NA,yes,Please label the pictures below.,30,NA,NA,NA,warmup/sequoia.jpg,trees,some_college,NA,english,female,NA,trees,NA,3,1566831007307,2,This is a,2,These are both,bonsai,warmup2,NA
389,Please rephrase your friend's comment.,NA,It is small relative to other,images/dog-parade-basic2.png,11,NA,NA,NA,no,2,dogs2,mary,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small one.</b>,30,dogs,NA,1,NA,NA,some_college,small,english,female,NA,NA,You and your friend see the following:,1,1566831007307,NA,NA,2,NA,NA,custom_main_text2,prenominal
389,Please rephrase your friend's comment.,NA,It is small relative to other,images/tree-parade-bonsai.png,11,NA,NA,NA,no,2,trees,mary,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small one.</b>,30,bonsais,NA,1,NA,NA,some_college,small,english,female,NA,NA,You and your friend see the following:,2,1566831007307,NA,NA,2,NA,NA,custom_main_text2,prenominal
389,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-doberman.png,11,NA,NA,NA,no,2,dogs1,mary,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big doberman.</b>,30,dobermans,NA,0,NA,NA,some_college,big,english,female,NA,NA,You and your friend see the following:,3,1566831007307,NA,NA,2,NA,NA,custom_main_text2,prenominal
376,NA,dandelion,NA,NA,11,warmup/sunflower.png,dandelion,This is a,no,2,flowers,linda,sunflower,NA,yes,Please label the pictures below.,41,NA,NA,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,english,female,NA,flowers,NA,1,1566830851176,1,This is a,1,These are both,sunflower,warmup1,NA
376,NA,chiaua,NA,NA,11,warmup/doberman.png,chihuahua,This is a,no,2,dogs,linda,doberman,NA,yes,Please label the pictures below.,41,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,english,female,NA,dogs,NA,2,1566830851176,1,This is a,1,These are both,doberman,warmup1,NA
376,NA,chihuahua,NA,NA,11,warmup/doberman.png,chihuahua,This is a,no,2,dogs,linda,doberman,NA,yes,Please label the pictures below.,41,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,english,female,NA,dogs,NA,2,1566830851176,2,This is a,1,These are both,doberman,warmup1,NA
376,NA,oak,NA,NA,11,warmup/bonsai.jpg,redwood|sequoia,This is a,no,2,trees,linda,bonsai,NA,yes,Please label the pictures below.,41,NA,NA,NA,warmup/sequoia.jpg,tree,graduated_college,NA,english,female,NA,trees,NA,3,1566830851176,1,This is a,1,These are both,bonsai,warmup1,NA
376,NA,redwood,NA,NA,11,warmup/bonsai.jpg,redwood|sequoia,This is a,no,2,trees,linda,bonsai,NA,yes,Please label the pictures below.,41,NA,NA,NA,warmup/sequoia.jpg,trees,graduated_college,NA,english,female,NA,trees,NA,3,1566830851176,2,This is a,1,These are both,bonsai,warmup1,NA
376,Please rephrase your friend's comment.,NA,It is big relative to other,images/tree-parade-redwood.png,11,NA,NA,NA,no,2,trees,linda,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big one.</b>,41,trees,NA,1,NA,NA,graduated_college,big,english,female,NA,NA,You and your friend see the following:,1,1566830851176,NA,NA,1,NA,NA,custom_main_text1,prenominal
376,Please rephrase your friend's comment.,NA,It is small relative to other,images/flower-parade-dandelion.png,11,NA,NA,NA,no,2,flowers,linda,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small dandelion.</b>,41,dandelions,NA,0,NA,NA,graduated_college,small,english,female,NA,NA,You and your friend see the following:,2,1566830851176,NA,NA,1,NA,NA,custom_main_text1,prenominal
376,Please rephrase your friend's comment.,NA,It is small relative to other,images/dog-parade-basic.png,11,NA,NA,NA,no,2,dogs1,linda,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small one.</b>,41,dogs,NA,1,NA,NA,graduated_college,small,english,female,NA,NA,You and your friend see the following:,3,1566830851176,NA,NA,1,NA,NA,custom_main_text1,prenominal
376,NA,hummingbird,NA,NA,11,warmup/eagle.jpg,hummingbird,This is a,no,2,birds,linda,eagle,NA,yes,Please label the pictures below.,41,NA,NA,NA,warmup/colibri.jpg,birds,graduated_college,NA,english,female,NA,birds,NA,1,1566830851176,1,This is an,1,These are both,eagle,warmup2,NA
376,NA,sword fish,NA,NA,11,warmup/goldfish.png,swordfish,This is a,no,2,fish,linda,goldfish,NA,yes,Please label the pictures below.,41,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_college,NA,english,female,NA,fish,NA,2,1566830851176,1,This is a,1,These are both,gold fish,warmup2,NA
376,NA,swordfish,NA,NA,11,warmup/goldfish.png,swordfish,This is a,no,2,fish,linda,goldfish,NA,yes,Please label the pictures below.,41,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_college,NA,english,female,NA,fish,NA,2,1566830851176,2,This is a,1,These are both,goldfish,warmup2,NA
376,NA,pug,NA,NA,11,warmup/great-dane.jpg,pug,This is a,no,2,dogs,linda,great dane,NA,yes,Please label the pictures below.,41,NA,NA,NA,warmup/pug.jpg,dogs,graduated_college,NA,english,female,NA,dogs,NA,3,1566830851176,1,This is a,1,These are both,retriever,warmup2,NA
376,NA,pug,NA,NA,11,warmup/great-dane.jpg,pug,This is a,no,2,dogs,linda,great dane,NA,yes,Please label the pictures below.,41,NA,NA,NA,warmup/pug.jpg,dogs,graduated_college,NA,english,female,NA,dogs,NA,3,1566830851176,2,This is a,1,These are both,great dane,warmup2,NA
376,Please rephrase your friend's comment.,NA,It is small relative to other,images/fish-parade-basic.png,11,NA,NA,NA,no,2,fish,linda,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small goldfish.</b>,41,goldfish,NA,0,NA,NA,graduated_college,small,english,female,NA,NA,You and your friend see the following:,1,1566830851176,NA,NA,1,NA,NA,custom_main_text2,prenominal
376,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-great-dane.png,11,NA,NA,NA,no,2,dogs2,linda,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big great dane.</b>,41,great danes,NA,0,NA,NA,graduated_college,big,english,female,NA,NA,You and your friend see the following:,2,1566830851176,NA,NA,1,NA,NA,custom_main_text2,prenominal
376,Please rephrase your friend's comment.,NA,It is big relative to other,images/bird-parade-basic.png,11,NA,NA,NA,no,2,birds,linda,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b> That's a big one.</b>,41,birds,NA,1,NA,NA,graduated_college,big,english,female,NA,NA,You and your friend see the following:,3,1566830851176,NA,NA,1,NA,NA,custom_main_text2,prenominal
372,NA,tree,NA,NA,11,warmup/bonsai.jpg,redwood|sequoia,This is a,no,1,trees,Jessica,bonsai,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/sequoia.jpg,trees,graduated_college,NA,English,male,NA,trees,NA,1,1566830400029,1,This is a,1,These are both,banzai tree,warmup1,NA
372,NA,redwood,NA,NA,11,warmup/bonsai.jpg,redwood|sequoia,This is a,no,1,trees,Jessica,bonsai,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/sequoia.jpg,trees,graduated_college,NA,English,male,NA,trees,NA,1,1566830400029,2,This is a,1,These are both,bonsai,warmup1,NA
372,NA,chihuahua,NA,NA,11,warmup/doberman.png,chihuahua,This is a,no,1,dogs,Jessica,doberman,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,2,1566830400029,1,This is a,1,These are both,dolberman,warmup1,NA
372,NA,chihuahua,NA,NA,11,warmup/doberman.png,chihuahua,This is a,no,1,dogs,Jessica,doberman,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,2,1566830400029,2,This is a,1,These are both,doberman,warmup1,NA
372,NA,bulldog,NA,NA,11,warmup/great-dane.jpg,pug,This is a,no,1,dogs,Jessica,great dane,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/pug.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,3,1566830400029,1,This is a,1,These are both,setter,warmup1,NA
372,NA,pug,NA,NA,11,warmup/great-dane.jpg,pug,This is a,no,1,dogs,Jessica,great dane,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/pug.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,3,1566830400029,2,This is a,1,These are both,great dane,warmup1,NA
372,Please rephrase your friend's comment.,NA,It is small relative to other,images/dog-parade-pug.png,11,NA,NA,NA,no,1,dogs2,Jessica,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small pug.</b>,40,this is a little pug,none,0,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,1,1566830400029,NA,NA,1,NA,NA,custom_main_text1,prenominal
372,Please rephrase your friend's comment.,NA,It is small relative to other,images/tree-parade-basic.png,11,NA,NA,NA,no,1,trees,Jessica,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small bonsai.</b>,40,there is a little bonsai,none,0,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,2,1566830400029,NA,NA,1,NA,NA,custom_main_text1,prenominal
372,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-basic.png,11,NA,NA,NA,no,1,dogs1,Jessica,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big one.</b>,40,that's a big dog,none,1,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,3,1566830400029,NA,NA,1,NA,NA,custom_main_text1,prenominal
372,NA,swordfish,NA,NA,11,warmup/goldfish.png,swordfish,This is a,no,1,fish,Jessica,goldfish,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/swordfish.jpg,fish,graduated_college,NA,English,male,NA,fish,NA,1,1566830400029,1,This is a,1,These are both,goldfish,warmup2,NA
372,NA,geranium,NA,NA,11,warmup/sunflower.png,dandelion,This is a,no,1,flowers,Jessica,sunflower,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,English,male,NA,flowers,NA,2,1566830400029,1,This is a,1,These are both,sunflower,warmup2,NA
372,NA,dandelion,NA,NA,11,warmup/sunflower.png,dandelion,This is a,no,1,flowers,Jessica,sunflower,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,English,male,NA,flowers,NA,2,1566830400029,2,This is a,1,These are both,sunflower,warmup2,NA
372,NA,humming bird,NA,NA,11,warmup/eagle.jpg,hummingbird,This is a,no,1,birds,Jessica,eagle,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/colibri.jpg,birds,graduated_college,NA,English,male,NA,birds,NA,3,1566830400029,1,This is an,1,These are both,bald eagle,warmup2,NA
372,NA,hummingbird,NA,NA,11,warmup/eagle.jpg,hummingbird,This is a,no,1,birds,Jessica,eagle,NA,yes,Please label the pictures below.,40,NA,none,NA,warmup/colibri.jpg,birds,graduated_college,NA,English,male,NA,birds,NA,3,1566830400029,2,This is an,1,These are both,eagle,warmup2,NA
372,Please rephrase your friend's comment.,NA,It is big relative to other,images/flower-parade-sunflower.png,11,NA,NA,NA,no,1,flowers,Jessica,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big sunflower.</b>,40,that sunflower is large,none,0,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,1,1566830400029,NA,NA,1,NA,NA,custom_main_text2,prenominal
372,Please rephrase your friend's comment.,NA,It is small relative to other,images/bird-parade-hummingbird.png,11,NA,NA,NA,no,1,birds,Jessica,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b> That's a small one.</b>,40,that is a little bird,none,1,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,2,1566830400029,NA,NA,1,NA,NA,custom_main_text2,prenominal
372,Please rephrase your friend's comment.,NA,It is big relative to other,images/fish-parade-basic.png,11,NA,NA,NA,no,1,fish,Jessica,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big one.</b>,40,that fish is large,none,1,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,3,1566830400029,NA,NA,1,NA,NA,custom_main_text2,prenominal
370,NA,Pug,NA,NA,11,warmup/great-dane.jpg,pug,This is a,No glitches,2,dogs,Patricia,great dane,NA,confused,Please label the pictures below.,40,NA,I read the instructions and tried my best.,NA,warmup/pug.jpg,Dogs,graduated_college,NA,"English, Dutch",female,NA,dogs,NA,1,1566830060499,1,This is a,1,These are both,Great Dane,warmup1,NA
370,NA,Shark,NA,NA,11,warmup/goldfish.png,swordfish,This is a,No glitches,2,fish,Patricia,goldfish,NA,confused,Please label the pictures below.,40,NA,I read the instructions and tried my best.,NA,warmup/swordfish.jpg,Animals,graduated_college,NA,"English, Dutch",female,NA,fish,NA,2,1566830060499,1,This is a,1,These are both,Gold Fish,warmup1,NA
