submission_id,question,response1,sentence_left,context_picture,pic,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,pic_spec,understand,text,condition,sentence,age,response,comments,ref_spec,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,correct,adj_cond,trial_name,utterance
696,NA,fgbhd,NA,NA,NA,19,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,NO,2,trees,Patricia,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/sequoia.png,trees,graduated_college,NA,NA,English,male,NA,trees,NA,3,1571852891995,1,This is a,2,These are both,hdfjf,NA,NA,warmup2,NA
696,NA,redwood,NA,NA,NA,19,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,NO,2,trees,Patricia,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/sequoia.png,trees,graduated_college,NA,NA,English,male,NA,trees,NA,3,1571852891995,2,This is a,2,These are both,bonsai,NA,NA,warmup2,NA
696,What do you think your friend meant?,NA,It is big  relative to other,images/dog-parade-doberman.png,images/doberman.png,19,NA,NA,NA,NO,2,dogs1,Patricia,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,25,boy,Interesting survey,2,NA,NA,graduated_college,big,NA,English,male,NA,NA,You and your friend see  the following:,1,1571852891995,NA,NA,2,NA,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big one.</b>
696,What do you think your friend meant?,NA,It is small  relative to other,images/fish-parade-goldfish.png,images/goldfish.png,19,NA,NA,NA,NO,2,fish,Patricia,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,25,golden fish,Interesting survey,2,NA,NA,graduated_college,small,NA,English,male,NA,NA,You and your friend see  the following:,2,1571852891995,NA,NA,2,NA,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small one.</b>
696,What do you think your friend meant?,NA,It is big  relative to other,images/tree-parade-redwood.png,images/redwood.png,19,NA,NA,NA,NO,2,trees,Patricia,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,25,tree,Interesting survey,2,NA,NA,graduated_college,big,NA,English,male,NA,NA,You and your friend see  the following:,3,1571852891995,NA,NA,2,NA,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big one.</b>
689,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,NA,19,NA,NA,NA,None,2,NA,susan,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",32,buildings.,None,NA,NA,NA,some_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571852468598,1,NA,1,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA
689,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,NA,19,NA,NA,NA,None,2,NA,susan,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",32,buildings,None,NA,NA,NA,some_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571852468598,2,NA,1,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA
689,NA,chihuahua,NA,NA,NA,19,warmup/doberman.png,chihuahua,This is a,None,2,dogs,susan,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,32,NA,None,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,male,NA,dogs,NA,1,1571852468598,1,This is a,1,These are both,doberman,NA,NA,warmup1,NA
689,NA,dandelion,NA,NA,NA,19,warmup/sunflower.png,dandelion,This is a,None,2,flowers,susan,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,32,NA,None,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,English,male,NA,flowers,NA,2,1571852468598,1,This is a,1,These are both,sunflower,NA,NA,warmup1,NA
689,NA,redwood,NA,NA,NA,19,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,None,2,trees,susan,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,32,NA,None,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,male,NA,trees,NA,3,1571852468598,1,This is a,1,These are both,bonsai,NA,NA,warmup1,NA
689,What do you think your friend meant?,NA,It is big  relative to other,images/dog-parade-doberman.png,images/doberman.png,19,NA,NA,NA,None,2,dogs1,susan,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,dogs,None,2,NA,NA,some_college,big,NA,English,male,NA,NA,You and your friend see  the following:,1,1571852468598,NA,NA,1,NA,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big one.</b>
689,What do you think your friend meant?,NA,It is small  relative to other,images/tree-parade-bonsai.png,images/bonsai.png,19,NA,NA,NA,None,2,trees,susan,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,bonsai,None,2,NA,NA,some_college,small,NA,English,male,NA,NA,You and your friend see  the following:,2,1571852468598,NA,NA,1,NA,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small one.</b>
689,What do you think your friend meant?,NA,It is big  relative to other,images/flower-parade-sunflower.png,images/sunflower.png,19,NA,NA,NA,None,2,flowers,susan,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,flowers,None,2,NA,NA,some_college,big,NA,English,male,NA,NA,You and your friend see  the following:,3,1571852468598,NA,NA,1,NA,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big one.</b>
689,NA,hummingbird,NA,NA,NA,19,warmup/eagle.jpg,hummingbird,This is a,None,2,birds,susan,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,32,NA,None,NA,warmup/colibri.jpg,birds,some_college,NA,NA,English,male,NA,birds,NA,1,1571852468598,1,This is an,1,These are both,eagle,NA,NA,warmup2,NA
689,NA,pug,NA,NA,NA,19,warmup/great-dane.jpg,pug,This is a,None,2,dogs,susan,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,32,NA,None,NA,warmup/pug.jpg,dogs,some_college,NA,NA,English,male,NA,dogs,NA,2,1571852468598,1,This is a,1,These are both,great dane,NA,NA,warmup2,NA
689,NA,marlin,NA,NA,NA,19,warmup/goldfish.png,swordfish,This is a,None,2,fish,susan,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,32,NA,None,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,male,NA,fish,NA,3,1571852468598,1,This is a,1,These are both,goldfish,NA,NA,warmup2,NA
689,NA,swordfish,NA,NA,NA,19,warmup/goldfish.png,swordfish,This is a,None,2,fish,susan,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,32,NA,None,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,male,NA,fish,NA,3,1571852468598,2,This is a,1,These are both,goldfish,NA,NA,warmup2,NA
689,What do you think your friend meant?,NA,It is small  relative to other,images/fish-parade-basic.png,images/goldfish.png,19,NA,NA,NA,None,2,fish,susan,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,fish,None,2,NA,NA,some_college,small,NA,English,male,NA,NA,You and your friend see  the following:,1,1571852468598,NA,NA,1,NA,NA,NA,basic,custom_main_text2,Your friend says: <br/><b>That's a small one.</b>
689,What do you think your friend meant?,NA,It is small  relative to other,images/dog-parade-basic2.png,images/pug.png,19,NA,NA,NA,None,2,dogs2,susan,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,dogs,None,2,NA,NA,some_college,small,NA,English,male,NA,NA,You and your friend see  the following:,2,1571852468598,NA,NA,1,NA,NA,NA,basic,custom_main_text2,Your friend says: <br/><b>That's a small one.</b>
689,What do you think your friend meant?,NA,It is big  relative to other,images/bird-parade-basic.png,images/eagle.png,19,NA,NA,NA,None,2,birds,susan,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,birds,None,2,NA,NA,some_college,big,NA,English,male,NA,NA,You and your friend see  the following:,3,1571852468598,NA,NA,1,NA,NA,NA,basic,custom_main_text2,Your friend says: <br/><b>That's a big one.</b>
