submission_id,question,response1,sentence_left,startDate,context_picture,pic,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,pic_spec,understand,text,condition,sentence,age,response,comments,ref_spec,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,correct,trial_name,utterance
1443,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),images/bird-parade-hummingbird.png,images/hummingbird.png,30,NA,NA,NA,no,1,birds,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,28,birds,,1,NA,NA,graduated_high_school,small,NA,english,female,,NA,You and your friend see the following:,4,1576175697444,NA,NA,1.00,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a small hummingbird.</b>
1443,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),images/tree-parade-basic.png,images/bonsai.png,30,NA,NA,NA,no,1,trees,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,28,trees,,0,NA,NA,graduated_high_school,small,NA,english,female,,NA,You and your friend see the following:,5,1576175697444,NA,NA,1.00,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That tree is small.</b>
1443,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),images/tree-parade-redwood.png,images/redwood.png,30,NA,NA,NA,no,1,trees,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,28,trees,,2,NA,NA,graduated_high_school,big,NA,english,female,,NA,You and your friend see the following:,6,1576175697444,NA,NA,1.00,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That one is big.</b>
1443,NA,pug,NA,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,no,1,dogs,jessica,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,28,NA,,NA,warmup/pug.jpg,dogs,graduated_high_school,NA,NA,english,female,NA,dogs,NA,1,1576175697444,1,This is a ,1.00,These are both,greyhound,NA,warmup2,NA
1443,NA,pug,NA,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,no,1,dogs,jessica,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,28,NA,,NA,warmup/pug.jpg,dogs,graduated_high_school,NA,NA,english,female,NA,dogs,NA,1,1576175697444,2,This is a ,1.00,These are both,great dane,NA,warmup2,NA
1443,NA,chihuahua,NA,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),NA,NA,30,warmup/doberman.png,chihuahua,This is a ,no,1,dogs,jessica,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,28,NA,,NA,warmup/chihuahua.jpg,dogs,graduated_high_school,NA,NA,english,female,NA,dogs,NA,2,1576175697444,1,This is a ,1.00,These are both,doberman,NA,warmup2,NA
1443,NA,swordfish,NA,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),NA,NA,30,warmup/goldfish.png,swordfish,This is a ,no,1,fish,jessica,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,28,NA,,NA,warmup/swordfish.jpg,fish,graduated_high_school,NA,NA,english,female,NA,fish,NA,3,1576175697444,1,This is a ,1.00,These are both,goldfish,NA,warmup2,NA
1443,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),images/dog-parade-basic2.png,images/great-dane.png,30,NA,NA,NA,no,1,dogs2,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,28,dogs,,1,NA,NA,graduated_high_school,big,NA,english,female,,NA,You and your friend see the following:,1,1576175697444,NA,NA,1.00,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a big great dane.</b>
1443,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),images/fish-parade-goldfish.png,images/goldfish.png,30,NA,NA,NA,no,1,fish,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,28,fish,,1,NA,NA,graduated_high_school,small,NA,english,female,,NA,You and your friend see the following:,2,1576175697444,NA,NA,1.00,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a small goldfish.</b>
1443,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),images/fish-parade-basic.png,images/swordfish.png,30,NA,NA,NA,no,1,fish,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,28,fish,,2,NA,NA,graduated_high_school,big,NA,english,female,,NA,You and your friend see the following:,3,1576175697444,NA,NA,1.00,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That one is big.</b>
1443,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),images/dog-parade-doberman.png,images/doberman.png,30,NA,NA,NA,no,1,dogs1,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,28,dog,,2,NA,NA,graduated_high_school,big,NA,english,female,,NA,You and your friend see the following:,4,1576175697444,NA,NA,1.00,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That one is big.</b>
1443,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),images/dog-parade-pug.png,images/pug.png,30,NA,NA,NA,no,1,dogs2,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,28,dogs,,1,NA,NA,graduated_high_school,small,NA,english,female,,NA,You and your friend see the following:,5,1576175697444,NA,NA,1.00,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a small dog.</b>
1443,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 12:34:57 GMT-0600 (Central Standard Time),images/dog-parade-basic.png,images/chihuahua.png,30,NA,NA,NA,no,1,dogs1,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,28,dogs,,0,NA,NA,graduated_high_school,small,NA,english,female,,NA,You and your friend see the following:,6,1576175697444,NA,NA,1.00,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a small dog.</b>
1445,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,NA,NA,NA,no,2,NA,jessica,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",35,buildings,I don't really know dog breeds or tree types,NA,NA,NA,higher_degree,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1576175428434,1,NA,1.50,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA
1445,NA,dog,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,no,2,dogs,jessica,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/pug.jpg,dogs,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1576175428434,1,This is a ,1.50,These are both,dog,NA,warmup1,NA
1445,NA,pug,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,no,2,dogs,jessica,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/pug.jpg,dogs,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1576175428434,2,This is a ,1.50,These are both,great dane,NA,warmup1,NA
1445,NA,dandelion,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/sunflower.png,dandelion,This is a ,no,2,flowers,jessica,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/dandelion.jpg,flower,higher_degree,NA,NA,English,male,NA,flowers,NA,2,1576175428434,1,This is a ,1.50,These are both,sunflower,NA,warmup1,NA
1445,NA,dandelion,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/sunflower.png,dandelion,This is a ,no,2,flowers,jessica,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/dandelion.jpg,flowers,higher_degree,NA,NA,English,male,NA,flowers,NA,2,1576175428434,2,This is a ,1.50,These are both,sunflower,NA,warmup1,NA
1445,NA,hummingbird,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/eagle.jpg,hummingbird,This is a ,no,2,birds,jessica,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/colibri.jpg,birds,higher_degree,NA,NA,English,male,NA,birds,NA,3,1576175428434,1,This is an ,1.50,These are both,eagle,NA,warmup1,NA
1445,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,images/dandelion.png,30,NA,NA,NA,no,2,flowers,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,flowers,I don't really know dog breeds or tree types,1,NA,NA,higher_degree,small,NA,English,male,,NA,You and your friend see the following:,1,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That dandelion is small.</b>
1445,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,images/hummingbird.png,30,NA,NA,NA,no,2,birds,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,35,birds,I don't really know dog breeds or tree types,0,NA,NA,higher_degree,small,NA,English,male,,NA,You and your friend see the following:,2,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a small bird.</b>
1445,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/dog-parade-pug.png,images/pug.png,30,NA,NA,NA,no,2,dogs2,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,35,dogs,I don't really know dog breeds or tree types,1,NA,NA,higher_degree,small,NA,English,male,,NA,You and your friend see the following:,3,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a small dog.</b>
1445,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/bird-parade-eagle.png,images/eagle.png,30,NA,NA,NA,no,2,birds,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,35,birds,I don't really know dog breeds or tree types,1,NA,NA,higher_degree,big,NA,English,male,,NA,You and your friend see the following:,4,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a big eagle.</b>
1445,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/flower-parade-sunflower.png,images/sunflower.png,30,NA,NA,NA,no,2,flowers,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,flowers,I don't really know dog breeds or tree types,0,NA,NA,higher_degree,big,NA,English,male,,NA,You and your friend see the following:,5,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That flower is big.</b>
1445,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,images/great-dane.png,30,NA,NA,NA,no,2,dogs2,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,dogs,I don't really know dog breeds or tree types,1,NA,NA,higher_degree,big,NA,English,male,,NA,You and your friend see the following:,6,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That great dane is big.</b>
1445,NA,tree,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,no,2,trees,jessica,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/sequoia.png,trees,higher_degree,NA,NA,English,male,NA,trees,NA,1,1576175428434,1,This is a ,1.50,These are both,bonsai tree,NA,warmup2,NA
1445,NA,redwood,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,no,2,trees,jessica,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/sequoia.png,trees,higher_degree,NA,NA,English,male,NA,trees,NA,1,1576175428434,2,This is a ,1.50,These are both,bonsai tree,NA,warmup2,NA
1445,NA,redwood,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,no,2,trees,jessica,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/sequoia.png,trees,higher_degree,NA,NA,English,male,NA,trees,NA,1,1576175428434,3,This is a ,1.50,These are both,bonsai,NA,warmup2,NA
1445,NA,chuwawa,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/doberman.png,chihuahua,This is a ,no,2,dogs,jessica,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/chihuahua.jpg,dogs,higher_degree,NA,NA,English,male,NA,dogs,NA,2,1576175428434,1,This is a ,1.50,These are both,big dog,NA,warmup2,NA
1445,NA,chihuahua,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/doberman.png,chihuahua,This is a ,no,2,dogs,jessica,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/chihuahua.jpg,dogs,higher_degree,NA,NA,English,male,NA,dogs,NA,2,1576175428434,2,This is a ,1.50,These are both,doberman,NA,warmup2,NA
1445,NA,swordfish,NA,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/goldfish.png,swordfish,This is a ,no,2,fish,jessica,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,35,NA,I don't really know dog breeds or tree types,NA,warmup/swordfish.jpg,fish,higher_degree,NA,NA,English,male,NA,fish,NA,3,1576175428434,1,This is a ,1.50,These are both,goldfish,NA,warmup2,NA
1445,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,images/redwood.png,30,NA,NA,NA,no,2,trees,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,trees,I don't really know dog breeds or tree types,2,NA,NA,higher_degree,big,NA,English,male,,NA,You and your friend see the following:,1,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That one is big.</b>
1445,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,images/doberman.png,30,NA,NA,NA,no,2,dogs1,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,dogs,I don't really know dog breeds or tree types,2,NA,NA,higher_degree,big,NA,English,male,,NA,You and your friend see the following:,2,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That one is big.</b>
1445,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,images/swordfish.png,30,NA,NA,NA,no,2,fish,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,35,fish,I don't really know dog breeds or tree types,2,NA,NA,higher_degree,big,NA,English,male,,NA,You and your friend see the following:,3,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a big one.</b>
1445,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/fish-parade-goldfish.png,images/goldfish.png,30,NA,NA,NA,no,2,fish,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,35,fish,I don't really know dog breeds or tree types,0,NA,NA,higher_degree,small,NA,English,male,,NA,You and your friend see the following:,4,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a small fish.</b>
1445,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/dog-parade-chihuahua.png,images/chihuahua.png,30,NA,NA,NA,no,2,dogs1,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,35,chihuahuas,I don't really know dog breeds or tree types,1,NA,NA,higher_degree,small,NA,English,male,,NA,You and your friend see the following:,5,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a small chihuahua.</b>
1445,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:30:28 GMT-0500 (Eastern Standard Time),images/tree-parade-bonsai.png,images/bonsai.png,30,NA,NA,NA,no,2,trees,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,bonsai,I don't really know dog breeds or tree types,2,NA,NA,higher_degree,small,NA,English,male,,NA,You and your friend see the following:,6,1576175428434,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That one is small.</b>
1448,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other ,Thu Dec 12 2019 13:30:48 GMT-0500 (Eastern Standard Time),NA,NA,30,NA,NA,NA,nope,1,NA,patricia,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",33,buildings,nothing to report,NA,NA,NA,graduated_high_school,NA,comp_class_warmup,english,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1576175448975,1,NA,5.00,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA
1448,NA,large tree,NA,Thu Dec 12 2019 13:30:48 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,nope,1,trees,patricia,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,33,NA,nothing to report,NA,warmup/sequoia.png,trees,graduated_high_school,NA,NA,english,male,NA,trees,NA,1,1576175448975,1,This is a ,5.00,These are both,small tree,NA,warmup1,NA
1448,NA,redwood,NA,Thu Dec 12 2019 13:30:48 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,nope,1,trees,patricia,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,33,NA,nothing to report,NA,warmup/sequoia.png,trees,graduated_high_school,NA,NA,english,male,NA,trees,NA,1,1576175448975,2,This is a ,5.00,These are both,bonsai,NA,warmup1,NA
1448,NA,bulldog,NA,Thu Dec 12 2019 13:30:48 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,nope,1,dogs,patricia,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,33,NA,nothing to report,NA,warmup/pug.jpg,dogs,graduated_high_school,NA,NA,english,male,NA,dogs,NA,2,1576175448975,1,This is a ,5.00,These are both,great dame,NA,warmup1,NA
1448,NA,pug,NA,Thu Dec 12 2019 13:30:48 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,nope,1,dogs,patricia,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,33,NA,nothing to report,NA,warmup/pug.jpg,dogs,graduated_high_school,NA,NA,english,male,NA,dogs,NA,2,1576175448975,2,This is a ,5.00,These are both,great dane,NA,warmup1,NA
1448,NA,humming bird,NA,Thu Dec 12 2019 13:30:48 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/eagle.jpg,hummingbird,This is a ,nope,1,birds,patricia,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,33,NA,nothing to report,NA,warmup/colibri.jpg,birds,graduated_high_school,NA,NA,english,male,NA,birds,NA,3,1576175448975,1,This is an ,5.00,These are both,eagle,NA,warmup1,NA
1448,NA,hummingbird,NA,Thu Dec 12 2019 13:30:48 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/eagle.jpg,hummingbird,This is a ,nope,1,birds,patricia,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,33,NA,nothing to report,NA,warmup/colibri.jpg,birds,graduated_high_school,NA,NA,english,male,NA,birds,NA,3,1576175448975,2,This is an ,5.00,These are both,eagle,NA,warmup1,NA
1448,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:30:48 GMT-0500 (Eastern Standard Time),images/bird-parade-hummingbird.png,images/hummingbird.png,30,NA,NA,NA,nope,1,birds,patricia,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,33,birds,nothing to report,0,NA,NA,graduated_high_school,small,NA,english,male,,NA,You and your friend see the following:,1,1576175448975,NA,NA,5.00,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a small bird.</b>
1448,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:30:48 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,images/eagle.png,30,NA,NA,NA,nope,1,birds,patricia,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,33,birds,nothing to report,1,NA,NA,graduated_high_school,big,NA,english,male,,NA,You and your friend see the following:,2,1576175448975,NA,NA,5.00,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a big eagle.</b>
