submission_id,question,response1,target_picture,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,target,age,response,comments,picture1,education,target_size,name,languages,sex,RT,context,trial_number,startTime,attempts,paraphrase,question3,fairprice,response2,correct,adj_cond,trial_name,adj,utterance
2190,NA,pug,NA,NA,33,warmup/great-dane2.png,pug,This is a,No.,1,dogs2,susan,NA,great dane,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/pug2.png,graduated_college,NA,NA,English,male,NA,NA,3,1587393642843,1,NA,This is a,1,great dane,NA,NA,warmup2,NA,NA
2190,NA,chihuahua,NA,NA,33,warmup/doberman2.png,chihuahua,This is a,No.,1,dogs1,susan,NA,doberman,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/chihuahua2.png,graduated_college,NA,NA,English,male,NA,NA,4,1587393642843,1,NA,This is a,1,doberman,NA,NA,warmup2,NA,NA
2190,What do you think your friend is saying is it big relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,33,NA,NA,NA,No.,1,dogs1,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,chihuahua,NA,chihuahua,NA,NA,graduated_college,small,NA,English,male,22587,You and your friend see the following:,1,1587393642843,NA,It is big relative to other,NA,1,NA,NA,incongruent,custom_main_text2,big,Your friend says: <br/><b>That's a big chihuahua.</b>
2190,What do you think your friend is saying is it big relative to?,NA,images/redwood.png,images/tree-parade-basic.png,33,NA,NA,NA,No.,1,trees,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,redwood,NA,bonsai,NA,NA,graduated_college,big,NA,English,male,5950,You and your friend see the following:,2,1587393642843,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That redwood is big.</b>
2190,What do you think your friend is saying is it small relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,33,NA,NA,NA,No.,1,dogs2,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,Great Dane,NA,doberman,NA,NA,graduated_college,big,NA,English,male,7016,You and your friend see the following:,3,1587393642843,NA,It is small relative to other,NA,1,NA,NA,incongruent,custom_main_text2,small,Your friend says: <br/><b>That Great Dane is small.</b>
2190,What do you think your friend is saying is it small relative to?,NA,images/canary.png,images/bird-parade-basic3.png,33,NA,NA,NA,No.,1,birds3,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,canary,NA,canary,NA,NA,graduated_college,small,NA,English,male,5828,You and your friend see the following:,4,1587393642843,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That's a small canary.</b>
2189,<i>What do you think Speaker A meant? </i>,NA,NA,NA,33,NA,NA,NA,no,1,NA,barbara,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,50,buildings,NA,NA,graduated_college,NA,comp_class_warmup,English,female,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587393441751,1,The Empire State Building is tall relative to other,NA,1,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2189,NA,dandelion,NA,NA,33,warmup/sunflower2.png,dandelion,This is a,no,1,flowers,barbara,NA,sunflower,yes,Your turn! Please label the pictures below.,NA,NA,NA,50,NA,NA,warmup/dandelion2.png,graduated_college,NA,NA,English,female,NA,NA,1,1587393441751,1,NA,This is a,1,sunflower,NA,NA,warmup1,NA,NA
2189,NA,pug,NA,NA,33,warmup/great-dane2.png,pug,This is a,no,1,dogs2,barbara,NA,great dane,yes,Your turn! Please label the pictures below.,NA,NA,NA,50,NA,NA,warmup/pug2.png,graduated_college,NA,NA,English,female,NA,NA,2,1587393441751,1,NA,This is a,1,great dane,NA,NA,warmup1,NA,NA
2189,NA,chihuahua,NA,NA,33,warmup/doberman2.png,chihuahua,This is a,no,1,dogs1,barbara,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,50,NA,NA,warmup/chihuahua2.png,graduated_college,NA,NA,English,female,NA,NA,3,1587393441751,1,NA,This is a,1,doberman,NA,NA,warmup1,NA,NA
2189,NA,swordfish,NA,NA,33,warmup/goldfish2.png,swordfish,This is a,no,1,fish,barbara,NA,goldfish,yes,Your turn! Please label the pictures below.,NA,NA,NA,50,NA,NA,warmup/swordfish2.png,graduated_college,NA,NA,English,female,NA,NA,4,1587393441751,1,NA,This is a,1,goldfish,NA,NA,warmup1,NA,NA
2189,What do you think your friend is saying is it big relative to?,NA,images/pug.png,images/dog-parade-basic2.png,33,NA,NA,NA,no,1,dogs2,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,pug,50,pugs,NA,NA,graduated_college,small,NA,English,female,14601,You and your friend see the following:,1,1587393441751,NA,It is big relative to other,NA,1,NA,NA,incongruent,custom_main_text1,big,Your friend says: <br/><b>That's a big pug.</b>
2189,What do you think your friend is saying is it big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,33,NA,NA,NA,no,1,flowers,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,sunflower,50,flowers,NA,NA,graduated_college,big,NA,English,female,18351,You and your friend see the following:,2,1587393441751,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That sunflower is big.</b>
2189,What do you think your friend is saying is it big relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,33,NA,NA,NA,no,1,dogs1,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,chihuahua,50,chihuahuas,NA,NA,graduated_college,small,NA,English,female,13848,You and your friend see the following:,3,1587393441751,NA,It is big relative to other,NA,1,NA,NA,incongruent,custom_main_text1,big,Your friend says: <br/><b>That's a big chihuahua.</b>
2189,What do you think your friend is saying is it small relative to?,NA,images/goldfish.png,images/fish-parade-basic.png,33,NA,NA,NA,no,1,fish,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,goldfish,50,fish,NA,NA,graduated_college,small,NA,English,female,13024,You and your friend see the following:,4,1587393441751,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small goldfish.</b>
2189,NA,goose,NA,NA,33,warmup/sparrow2.png,goose,This is a,no,1,birds2,barbara,NA,sparrow,yes,Your turn! Please label the pictures below.,NA,NA,NA,50,NA,NA,warmup/goose2.png,graduated_college,NA,NA,English,female,NA,NA,1,1587393441751,1,NA,This is a,1,sparrow,NA,NA,warmup2,NA,NA
2189,NA,redwood,NA,NA,33,warmup/bonsai2.png,redwood or sequoia (choose one),This is a,no,1,trees,barbara,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,50,NA,NA,warmup/redwood2.png,graduated_college,NA,NA,English,female,NA,NA,2,1587393441751,1,NA,This is a,1,bonsai,NA,NA,warmup2,NA,NA
2189,NA,hummingbird,NA,NA,33,warmup/eagle2.png,hummingbird,This is a,no,1,birds1,barbara,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,50,NA,NA,warmup/hummingbird2.png,graduated_college,NA,NA,English,female,NA,NA,3,1587393441751,1,NA,This is an,1,eagle,NA,NA,warmup2,NA,NA
2189,NA,canary,NA,NA,33,warmup/ostrich2.png,canary,This is a,no,1,birds3,barbara,NA,ostrich,yes,Your turn! Please label the pictures below.,NA,NA,NA,50,NA,NA,warmup/canary2.png,graduated_college,NA,NA,English,female,NA,NA,4,1587393441751,1,NA,This is an,1,ostrich,NA,NA,warmup2,NA,NA
2189,What do you think your friend is saying is it big relative to?,NA,images/ostrich.png,images/bird-parade-basic3.png,33,NA,NA,NA,no,1,birds3,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,ostrich,50,birds,NA,NA,graduated_college,big,NA,English,female,9840,You and your friend see the following:,1,1587393441751,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That's a big ostrich.</b>
2189,What do you think your friend is saying is it small relative to?,NA,images/eagle.png,images/bird-parade-basic.png,33,NA,NA,NA,no,1,birds1,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,eagle,50,eagles,NA,NA,graduated_college,big,NA,English,female,7552,You and your friend see the following:,2,1587393441751,NA,It is small relative to other,NA,1,NA,NA,incongruent,custom_main_text2,small,Your friend says: <br/><b>That eagle is small.</b>
2189,What do you think your friend is saying is it big relative to?,NA,images/sparrow.png,images/bird-parade-basic2.png,33,NA,NA,NA,no,1,birds2,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,sparrow,50,sparrows,NA,NA,graduated_college,small,NA,English,female,9862,You and your friend see the following:,3,1587393441751,NA,It is big relative to other,NA,1,NA,NA,incongruent,custom_main_text2,big,Your friend says: <br/><b>That sparrow is big.</b>
2189,What do you think your friend is saying is it big relative to?,NA,images/redwood.png,images/tree-parade-basic.png,33,NA,NA,NA,no,1,trees,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,redwood,50,trees,NA,NA,graduated_college,big,NA,English,female,6649,You and your friend see the following:,4,1587393441751,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That redwood is big.</b>
2188,<i>What do you think Speaker A meant? </i>,NA,NA,NA,33,NA,NA,NA,No,2,NA,Jennifer,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,41,buildings,NA,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587393243057,1,The Empire State Building is tall relative to other,NA,0.5,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2188,NA,goose,NA,NA,33,warmup/sparrow2.png,goose,This is a,No,2,birds2,Jennifer,NA,sparrow,yes,Your turn! Please label the pictures below.,NA,NA,NA,41,NA,NA,warmup/goose2.png,graduated_college,NA,NA,English,male,NA,NA,1,1587393243057,1,NA,This is a,0.5,sparrow,NA,NA,warmup1,NA,NA
2188,NA,chichihua,NA,NA,33,warmup/doberman2.png,chihuahua,This is a,No,2,dogs1,Jennifer,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,41,NA,NA,warmup/chihuahua2.png,graduated_college,NA,NA,English,male,NA,NA,2,1587393243057,1,NA,This is a,0.5,doberman,NA,NA,warmup1,NA,NA
2188,NA,chihuahua,NA,NA,33,warmup/doberman2.png,chihuahua,This is a,No,2,dogs1,Jennifer,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,41,NA,NA,warmup/chihuahua2.png,graduated_college,NA,NA,English,male,NA,NA,2,1587393243057,2,NA,This is a,0.5,doberman,NA,NA,warmup1,NA,NA
2188,NA,hummingbird,NA,NA,33,warmup/eagle2.png,hummingbird,This is a,No,2,birds1,Jennifer,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,41,NA,NA,warmup/hummingbird2.png,graduated_college,NA,NA,English,male,NA,NA,3,1587393243057,1,NA,This is an,0.5,eagle,NA,NA,warmup1,NA,NA
2188,NA,dandelion,NA,NA,33,warmup/sunflower2.png,dandelion,This is a,No,2,flowers,Jennifer,NA,sunflower,yes,Your turn! Please label the pictures below.,NA,NA,NA,41,NA,NA,warmup/dandelion2.png,graduated_college,NA,NA,English,male,NA,NA,4,1587393243057,1,NA,This is a,0.5,sunflower,NA,NA,warmup1,NA,NA
2188,What do you think your friend is saying is it big relative to?,NA,images/goose.png,images/bird-parade-basic2.png,33,NA,NA,NA,No,2,birds2,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,goose,41,birds,NA,NA,graduated_college,big,NA,English,male,6750,You and your friend see the following:,1,1587393243057,NA,It is big relative to other,NA,0.5,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big goose.</b>
2188,What do you think your friend is saying is it small relative to?,NA,images/eagle.png,images/bird-parade-basic.png,33,NA,NA,NA,No,2,birds1,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,eagle,41,eagles,NA,NA,graduated_college,big,NA,English,male,4881,You and your friend see the following:,2,1587393243057,NA,It is small relative to other,NA,0.5,NA,NA,incongruent,custom_main_text1,small,Your friend says: <br/><b>That eagle is small.</b>
2188,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,33,NA,NA,NA,No,2,dogs1,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,chihuahua,41,dogs,NA,NA,graduated_college,small,NA,English,male,2509,You and your friend see the following:,3,1587393243057,NA,It is small relative to other,NA,0.5,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That chihuahua is small.</b>
2188,What do you think your friend is saying is it big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,33,NA,NA,NA,No,2,flowers,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,sunflower,41,flowers,NA,NA,graduated_college,big,NA,English,male,2623,You and your friend see the following:,4,1587393243057,NA,It is big relative to other,NA,0.5,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big sunflower.</b>
2188,NA,swordfish,NA,NA,33,warmup/goldfish2.png,swordfish,This is a,No,2,fish,Jennifer,NA,goldfish,yes,Your turn! Please label the pictures below.,NA,NA,NA,41,NA,NA,warmup/swordfish2.png,graduated_college,NA,NA,English,male,NA,NA,1,1587393243057,1,NA,This is a,0.5,goldfish,NA,NA,warmup2,NA,NA
2188,NA,pug,NA,NA,33,warmup/great-dane2.png,pug,This is a,No,2,dogs2,Jennifer,NA,great dane,yes,Your turn! Please label the pictures below.,NA,NA,NA,41,NA,NA,warmup/pug2.png,graduated_college,NA,NA,English,male,NA,NA,2,1587393243057,1,NA,This is a,0.5,great dane,NA,NA,warmup2,NA,NA
2188,NA,redwood,NA,NA,33,warmup/bonsai2.png,redwood or sequoia (choose one),This is a,No,2,trees,Jennifer,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,41,NA,NA,warmup/redwood2.png,graduated_college,NA,NA,English,male,NA,NA,3,1587393243057,1,NA,This is a,0.5,bonsai,NA,NA,warmup2,NA,NA
2188,NA,canary,NA,NA,33,warmup/ostrich2.png,canary,This is a,No,2,birds3,Jennifer,NA,ostrich,yes,Your turn! Please label the pictures below.,NA,NA,NA,41,NA,NA,warmup/canary2.png,graduated_college,NA,NA,English,male,NA,NA,4,1587393243057,1,NA,This is an,0.5,ostrich,NA,NA,warmup2,NA,NA
2188,What do you think your friend is saying is it big relative to?,NA,images/canary.png,images/bird-parade-basic3.png,33,NA,NA,NA,No,2,birds3,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,canary,41,canaries,NA,NA,graduated_college,small,NA,English,male,4358,You and your friend see the following:,1,1587393243057,NA,It is big relative to other,NA,0.5,NA,NA,incongruent,custom_main_text2,big,Your friend says: <br/><b>That's a big canary.</b>
2188,What do you think your friend is saying is it big relative to?,NA,images/swordfish.png,images/fish-parade-basic.png,33,NA,NA,NA,No,2,fish,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,swordfish,41,fish,NA,NA,graduated_college,big,NA,English,male,2402,You and your friend see the following:,2,1587393243057,NA,It is big relative to other,NA,0.5,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That swordfish is big.</b>
2188,What do you think your friend is saying is it big relative to?,NA,images/bonsai.png,images/tree-parade-basic.png,33,NA,NA,NA,No,2,trees,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,bonsai,41,bonsai,NA,NA,graduated_college,small,NA,English,male,2916,You and your friend see the following:,3,1587393243057,NA,It is big relative to other,NA,0.5,NA,NA,incongruent,custom_main_text2,big,Your friend says: <br/><b>That's a big bonsai.</b>
2188,What do you think your friend is saying is it big relative to?,NA,images/pug.png,images/dog-parade-basic2.png,33,NA,NA,NA,No,2,dogs2,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,pug,41,pugs,NA,NA,graduated_college,small,NA,English,male,2773,You and your friend see the following:,4,1587393243057,NA,It is big relative to other,NA,0.5,NA,NA,incongruent,custom_main_text2,big,Your friend says: <br/><b>That pug is big.</b>
2187,<i>What do you think Speaker A meant? </i>,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,mary,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,49,tall\nbuilding,NA,NA,NA,NA,comp_class_warmup,NA,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587392996229,1,The Empire State Building is tall relative to other,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2187,<i>What do you think Speaker A meant? </i>,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,mary,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,49,tall\nbuildings,NA,NA,NA,NA,comp_class_warmup,NA,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587392996229,2,The Empire State Building is tall relative to other,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2187,<i>What do you think Speaker A meant? </i>,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,mary,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,49,tall\nbuildings,NA,NA,NA,NA,comp_class_warmup,NA,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587392996229,3,The Empire State Building is tall relative to other,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2187,<i>What do you think Speaker A meant? </i>,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,mary,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,49,buildings,NA,NA,NA,NA,comp_class_warmup,NA,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587392996229,4,The Empire State Building is tall relative to other,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2187,NA,swordfish,NA,NA,33,warmup/goldfish2.png,swordfish,This is a,NA,NA,fish,mary,NA,goldfish,yes,Your turn! Please label the pictures below.,NA,NA,NA,49,NA,NA,warmup/swordfish2.png,NA,NA,NA,NA,NA,NA,NA,1,1587392996229,1,NA,This is a,NA,goldfish,NA,NA,warmup1,NA,NA
2187,NA,chihuahua,NA,NA,33,warmup/doberman2.png,chihuahua,This is a,NA,NA,dogs1,mary,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,49,NA,NA,warmup/chihuahua2.png,NA,NA,NA,NA,NA,NA,NA,2,1587392996229,1,NA,This is a,NA,doberman,NA,NA,warmup1,NA,NA
2187,NA,redwood,NA,NA,33,warmup/bonsai2.png,redwood or sequoia (choose one),This is a,NA,NA,trees,mary,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,49,NA,NA,warmup/redwood2.png,NA,NA,NA,NA,NA,NA,NA,3,1587392996229,1,NA,This is a,NA,bonsai,NA,NA,warmup1,NA,NA
2187,NA,dandelion,NA,NA,33,warmup/sunflower2.png,dandelion,This is a,NA,NA,flowers,mary,NA,sunflower,yes,Your turn! Please label the pictures below.,NA,NA,NA,49,NA,NA,warmup/dandelion2.png,NA,NA,NA,NA,NA,NA,NA,4,1587392996229,1,NA,This is a,NA,sunflower,NA,NA,warmup1,NA,NA
2187,What do you think your friend is saying is it small relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,33,NA,NA,NA,NA,NA,flowers,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,sunflower,49,man,NA,NA,NA,big,NA,NA,NA,7136,You and your friend see the following:,1,1587392996229,NA,It is small relative to other,NA,NA,NA,NA,incongruent,custom_main_text1,small,Your friend says: <br/><b>That sunflower is small.</b>
2187,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,33,NA,NA,NA,NA,NA,dogs1,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,chihuahua,49,doberman,NA,NA,NA,small,NA,NA,NA,18796,You and your friend see the following:,2,1587392996229,NA,It is small relative to other,NA,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That chihuahua is small.</b>
2187,What do you think your friend is saying is it big relative to?,NA,images/bonsai.png,images/tree-parade-basic.png,33,NA,NA,NA,NA,NA,trees,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,bonsai,49,redwood,NA,NA,NA,small,NA,NA,NA,5202,You and your friend see the following:,3,1587392996229,NA,It is big relative to other,NA,NA,NA,NA,incongruent,custom_main_text1,big,Your friend says: <br/><b>That's a big bonsai.</b>
2187,What do you think your friend is saying is it big relative to?,NA,images/swordfish.png,images/fish-parade-basic.png,33,NA,NA,NA,NA,NA,fish,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,swordfish,49,goldfish,NA,NA,NA,big,NA,NA,NA,5264,You and your friend see the following:,4,1587392996229,NA,It is big relative to other,NA,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big swordfish.</b>
2187,NA,hummingbird,NA,NA,33,warmup/eagle2.png,hummingbird,This is a,NA,NA,birds1,mary,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,49,NA,NA,warmup/hummingbird2.png,NA,NA,NA,NA,NA,NA,NA,1,1587392996229,1,NA,This is an,NA,eagle,NA,NA,warmup2,NA,NA
2187,NA,canary,NA,NA,33,warmup/ostrich2.png,canary,This is a,NA,NA,birds3,mary,NA,ostrich,yes,Your turn! Please label the pictures below.,NA,NA,NA,49,NA,NA,warmup/canary2.png,NA,NA,NA,NA,NA,NA,NA,2,1587392996229,1,NA,This is an,NA,ostrich,NA,NA,warmup2,NA,NA
