submission_id,question,response1,target_picture,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,ref_np,target,age,response,comments,picture1,education,target_size,name,languages,sex,RT,context,trial_number,startTime,attempts,paraphrase,question3,fairprice,response2,correct,adj_cond,trial_name,adj,utterance
2237,What do you think your friend is saying is it big relative to?,NA,images/redwood_sign.png,images/tree-parade-basic.png,34,NA,NA,NA,no,0,trees,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,redwood,31,trees,NA,NA,some_college,big,NA,english,male,203365,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,1,1587741893988,NA,It is big relative to other,NA,2.5,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big redwood is a landmark.</b>
2237,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,34,NA,NA,NA,no,0,dogs1,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service animal,chihuahua,31,dogs,NA,NA,some_college,small,NA,english,male,4454,You and your friend are at an animal training ground and you see the following:,2,1587741893988,NA,It is small relative to other,NA,2.5,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That service animal is a small chihuahua.</b>
2236,<i>What do you think Speaker A meant? </i>,NA,NA,NA,34,NA,NA,NA,no,1,NA,Sarah,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,25,buildings,N/A,NA,some_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587742289095,1,The Empire State Building is tall relative to other,NA,1,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2236,NA,hummingbird,NA,NA,34,warmup/eagle2.png,hummingbird,This is a,no,1,birds,Sarah,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,25,NA,N/A,warmup/hummingbird2.png,some_college,NA,NA,English,male,NA,NA,1,1587742289095,1,NA,This is an,1,eagle,NA,NA,warmup1,NA,NA
2236,NA,pug,NA,NA,34,warmup/great-dane2.png,pug,This is a,no,1,dogs2,Sarah,NA,great dane,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,25,NA,N/A,warmup/pug2.png,some_college,NA,NA,English,male,NA,NA,2,1587742289095,1,NA,This is a,1,great dane,NA,NA,warmup1,NA,NA
2236,NA,redwood,NA,NA,34,warmup/bonsai2.png,redwood or sequoia (choose one),This is a,no,1,trees,Sarah,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,25,NA,N/A,warmup/redwood2.png,some_college,NA,NA,English,male,NA,NA,3,1587742289095,1,NA,This is a,1,bonsai,NA,NA,warmup1,NA,NA
2236,What do you think your friend is saying is it big relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,34,NA,NA,NA,no,1,dogs2,Sarah,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,25,dogs,N/A,NA,some_college,big,NA,English,male,17931,You and your friend are at a pet show and you see the following:,1,1587742289095,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2236,What do you think your friend is saying is it big relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,34,NA,NA,NA,no,1,trees,Sarah,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,25,bonsais,N/A,NA,some_college,small,NA,English,male,12744,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,2,1587742289095,NA,It is big relative to other,NA,1,NA,NA,incongruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big bonsai.</b>
2236,What do you think your friend is saying is it big relative to?,NA,images/eagle.png,images/bird-parade-basic.png,34,NA,NA,NA,no,1,birds,Sarah,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,eagle,25,eagles,N/A,NA,some_college,big,NA,English,male,6649,You visit your friend who works at an animal shelter and you see the following:,3,1587742289095,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big eagle is a rescue.</b>
2236,NA,chihuahua,NA,NA,34,warmup/doberman2.png,chihuahua,This is a,no,1,dogs1,Sarah,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,25,NA,N/A,warmup/chihuahua2.png,some_college,NA,NA,English,male,NA,NA,1,1587742289095,1,NA,This is a,1,doberman,NA,NA,warmup2,NA,NA
2236,NA,dandelion,NA,NA,34,warmup/sunflower2.png,dandelion,This is a,no,1,flowers,Sarah,NA,sunflower,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,25,NA,N/A,warmup/dandelion2.png,some_college,NA,NA,English,male,NA,NA,2,1587742289095,1,NA,This is a,1,sunflower,NA,NA,warmup2,NA,NA
2236,What do you think your friend is saying is it small relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,34,NA,NA,NA,no,1,flowers,Sarah,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,sunflower,25,sunflowers,N/A,NA,some_college,big,NA,English,male,12681,You and your friend are at their garden and you see the following:,1,1587742289095,NA,It is small relative to other,NA,1,NA,NA,incongruent,custom_main_text2,small,Your friend says: <br/><b>That small sunflower is a gift.</b>
2236,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,34,NA,NA,NA,no,1,dogs1,Sarah,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service animal,chihuahua,25,dogs,N/A,NA,some_college,small,NA,English,male,6313,You and your friend are at an animal training ground and you see the following:,2,1587742289095,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That service animal is a small chihuahua.</b>
2235,<i>What do you think Speaker A meant? </i>,NA,NA,NA,34,NA,NA,NA,Nothing else,2,NA,linda,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,29,Buildings,"Nice survey , Should be improved with new creatives",NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587703053825,1,The Empire State Building is tall relative to other,NA,1,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2235,NA,Humming Bird,NA,NA,34,warmup/eagle2.png,hummingbird,This is a,Nothing else,2,birds,linda,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,29,NA,"Nice survey , Should be improved with new creatives",warmup/hummingbird2.png,graduated_college,NA,NA,English,male,NA,NA,1,1587703053825,1,NA,This is an,1,Eagle,NA,NA,warmup1,NA,NA
2235,NA,Hummingbird,NA,NA,34,warmup/eagle2.png,hummingbird,This is a,Nothing else,2,birds,linda,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,29,NA,"Nice survey , Should be improved with new creatives",warmup/hummingbird2.png,graduated_college,NA,NA,English,male,NA,NA,1,1587703053825,2,NA,This is an,1,Eagle,NA,NA,warmup1,NA,NA
2235,NA,dandelion,NA,NA,34,warmup/sunflower2.png,dandelion,This is a,Nothing else,2,flowers,linda,NA,sunflower,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,29,NA,"Nice survey , Should be improved with new creatives",warmup/dandelion2.png,graduated_college,NA,NA,English,male,NA,NA,2,1587703053825,1,NA,This is a,1,Sunflower,NA,NA,warmup1,NA,NA
2235,NA,chihuahua,NA,NA,34,warmup/doberman2.png,chihuahua,This is a,Nothing else,2,dogs1,linda,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,29,NA,"Nice survey , Should be improved with new creatives",warmup/chihuahua2.png,graduated_college,NA,NA,English,male,NA,NA,3,1587703053825,1,NA,This is a,1,doberman,NA,NA,warmup1,NA,NA
2235,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,34,NA,NA,NA,Nothing else,2,dogs1,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service animal,chihuahua,29,chihuahua,"Nice survey , Should be improved with new creatives",NA,graduated_college,small,NA,English,male,52699,You and your friend are at an animal training ground and you see the following:,1,1587703053825,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That service animal is a small chihuahua.</b>
2235,What do you think your friend is saying is it big relative to?,NA,images/eagle.png,images/bird-parade-basic.png,34,NA,NA,NA,Nothing else,2,birds,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,eagle,29,Hummingbird,"Nice survey , Should be improved with new creatives",NA,graduated_college,big,NA,English,male,33714,You visit your friend who works at an animal shelter and you see the following:,2,1587703053825,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big eagle is a rescue.</b>
2235,What do you think your friend is saying is it big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,34,NA,NA,NA,Nothing else,2,flowers,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,sunflower,29,flower,"Nice survey , Should be improved with new creatives",NA,graduated_college,big,NA,English,male,26686,You and your friend are at their garden and you see the following:,3,1587703053825,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big sunflower is a gift.</b>
2235,NA,Redwood,NA,NA,34,warmup/bonsai2.png,redwood or sequoia (choose one),This is a,Nothing else,2,trees,linda,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,29,NA,"Nice survey , Should be improved with new creatives",warmup/redwood2.png,graduated_college,NA,NA,English,male,NA,NA,1,1587703053825,1,NA,This is a,1,Bonsai,NA,NA,warmup2,NA,NA
2235,NA,pug,NA,NA,34,warmup/great-dane2.png,pug,This is a,Nothing else,2,dogs2,linda,NA,great dane,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,29,NA,"Nice survey , Should be improved with new creatives",warmup/pug2.png,graduated_college,NA,NA,English,male,NA,NA,2,1587703053825,1,NA,This is a,1,Great Dane,NA,NA,warmup2,NA,NA
2235,What do you think your friend is saying is it big relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,34,NA,NA,NA,Nothing else,2,trees,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,29,Redwood,"Nice survey , Should be improved with new creatives",NA,graduated_college,small,NA,English,male,35983,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,1,1587703053825,NA,It is big relative to other,NA,1,NA,NA,incongruent,custom_main_text2,big,Your friend says: <br/><b>That big bonsai is a landmark.</b>
2235,What do you think your friend is saying is it big relative to?,NA,images/pug.png,images/dog-parade-basic2.png,34,NA,NA,NA,Nothing else,2,dogs2,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,29,Great Dane,"Nice survey , Should be improved with new creatives",NA,graduated_college,small,NA,English,male,13312,You and your friend are at a pet show and you see the following:,2,1587703053825,NA,It is big relative to other,NA,1,NA,NA,incongruent,custom_main_text2,big,Your friend says: <br/><b>That prize-winner is a big pug.</b>
2234,<i>What do you think Speaker A meant? </i>,NA,NA,NA,34,NA,NA,NA,no,1,NA,elizabeth,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,30,other buildings in that state,NA,NA,graduated_college,NA,comp_class_warmup,english,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587740725750,1,The Empire State Building is tall relative to other,NA,0.5,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2234,<i>What do you think Speaker A meant? </i>,NA,NA,NA,34,NA,NA,NA,no,1,NA,elizabeth,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,30,buildings,NA,NA,graduated_college,NA,comp_class_warmup,english,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587740725750,2,The Empire State Building is tall relative to other,NA,0.5,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2234,NA,humming bird,NA,NA,34,warmup/eagle2.png,hummingbird,This is a,no,1,birds,elizabeth,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,30,NA,NA,warmup/hummingbird2.png,graduated_college,NA,NA,english,male,NA,NA,1,1587740725750,1,NA,This is an,0.5,eagle,NA,NA,warmup1,NA,NA
2234,NA,humming bird,NA,NA,34,warmup/eagle2.png,hummingbird,This is a,no,1,birds,elizabeth,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,30,NA,NA,warmup/hummingbird2.png,graduated_college,NA,NA,english,male,NA,NA,1,1587740725750,2,NA,This is an,0.5,vulture,NA,NA,warmup1,NA,NA
2234,NA,humming bird,NA,NA,34,warmup/eagle2.png,hummingbird,This is a,no,1,birds,elizabeth,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,30,NA,NA,warmup/hummingbird2.png,graduated_college,NA,NA,english,male,NA,NA,1,1587740725750,3,NA,This is an,0.5,vulture,NA,NA,warmup1,NA,NA
2234,NA,hummingbird,NA,NA,34,warmup/eagle2.png,hummingbird,This is a,no,1,birds,elizabeth,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,30,NA,NA,warmup/hummingbird2.png,graduated_college,NA,NA,english,male,NA,NA,1,1587740725750,4,NA,This is an,0.5,eagle,NA,NA,warmup1,NA,NA
2234,NA,pug,NA,NA,34,warmup/great-dane2.png,pug,This is a,no,1,dogs2,elizabeth,NA,great dane,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,30,NA,NA,warmup/pug2.png,graduated_college,NA,NA,english,male,NA,NA,2,1587740725750,1,NA,This is a,0.5,great dane,NA,NA,warmup1,NA,NA
2234,NA,redwood,NA,NA,34,warmup/bonsai2.png,redwood or sequoia (choose one),This is a,no,1,trees,elizabeth,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,30,NA,NA,warmup/redwood2.png,graduated_college,NA,NA,english,male,NA,NA,3,1587740725750,1,NA,This is a,0.5,bonsai,NA,NA,warmup1,NA,NA
2234,What do you think your friend is saying is it small relative to?,NA,images/hummingbird.png,images/bird-parade-basic.png,34,NA,NA,NA,no,1,birds,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,hummingbird,30,birds,NA,NA,graduated_college,small,NA,english,male,26135,You visit your friend who works at an animal shelter and you see the following:,1,1587740725750,NA,It is small relative to other,NA,0.5,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small hummingbird is a rescue.</b>
2234,What do you think your friend is saying is it small relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,34,NA,NA,NA,no,1,dogs2,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,Great Dane,30,great dane,NA,NA,graduated_college,big,NA,english,male,15877,You and your friend are at a pet show and you see the following:,2,1587740725750,NA,It is small relative to other,NA,0.5,NA,NA,incongruent,custom_main_text1,small,Your friend says: <br/><b>That prize-winner is a small Great Dane.</b>
2234,What do you think your friend is saying is it big relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,34,NA,NA,NA,no,1,trees,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,30,trees,NA,NA,graduated_college,small,NA,english,male,21576,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,3,1587740725750,NA,It is big relative to other,NA,0.5,NA,NA,incongruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big bonsai.</b>
2234,NA,dandelion,NA,NA,34,warmup/sunflower2.png,dandelion,This is a,no,1,flowers,elizabeth,NA,sunflower,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,30,NA,NA,warmup/dandelion2.png,graduated_college,NA,NA,english,male,NA,NA,1,1587740725750,1,NA,This is a,0.5,sunflower,NA,NA,warmup2,NA,NA
2234,NA,chihuahua,NA,NA,34,warmup/doberman2.png,chihuahua,This is a,no,1,dogs1,elizabeth,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,30,NA,NA,warmup/chihuahua2.png,graduated_college,NA,NA,english,male,NA,NA,2,1587740725750,1,NA,This is a,0.5,dauberman,NA,NA,warmup2,NA,NA
2234,NA,chihuahua,NA,NA,34,warmup/doberman2.png,chihuahua,This is a,no,1,dogs1,elizabeth,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,30,NA,NA,warmup/chihuahua2.png,graduated_college,NA,NA,english,male,NA,NA,2,1587740725750,2,NA,This is a,0.5,doberman,NA,NA,warmup2,NA,NA
2234,What do you think your friend is saying is it big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,34,NA,NA,NA,no,1,flowers,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,sunflower,30,flowers,NA,NA,graduated_college,big,NA,english,male,12639,You and your friend are at their garden and you see the following:,1,1587740725750,NA,It is big relative to other,NA,0.5,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That gift is a big sunflower.</b>
2234,What do you think your friend is saying is it big relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,34,NA,NA,NA,no,1,dogs1,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service animal,chihuahua,30,dogs,NA,NA,graduated_college,small,NA,english,male,10689,You and your friend are at an animal training ground and you see the following:,2,1587740725750,NA,It is big relative to other,NA,0.5,NA,NA,incongruent,custom_main_text2,big,Your friend says: <br/><b>That big chihuahua is a service animal.</b>
2233,<i>What do you think Speaker A meant? </i>,NA,NA,NA,34,NA,NA,NA,no,1,NA,Patricia,1,NA,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,NA,buildings,NA,NA,some_college,NA,comp_class_warmup,English,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1587740835207,1,The Empire State Building is tall relative to other,NA,2,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2233,NA,pug,NA,NA,34,warmup/great-dane2.png,pug,This is a,no,1,dogs2,Patricia,NA,great dane,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,NA,warmup/pug2.png,some_college,NA,NA,English,NA,NA,NA,1,1587740835207,1,NA,This is a,2,great dane,NA,NA,warmup1,NA,NA
2233,NA,humming bird,NA,NA,34,warmup/eagle2.png,hummingbird,This is a,no,1,birds,Patricia,NA,eagle,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,NA,warmup/hummingbird2.png,some_college,NA,NA,English,NA,NA,NA,2,1587740835207,1,NA,This is an,2,eagle,NA,NA,warmup1,NA,NA
2233,NA,hummingbird,NA,NA,34,warmup/eagle2.png,hummingbird,This is a,no,1,birds,Patricia,NA,eagle,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,NA,warmup/hummingbird2.png,some_college,NA,NA,English,NA,NA,NA,2,1587740835207,2,NA,This is an,2,eagle,NA,NA,warmup1,NA,NA
2233,NA,redwood,NA,NA,34,warmup/bonsai2.png,redwood or sequoia (choose one),This is a,no,1,trees,Patricia,NA,bonsai,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,NA,warmup/redwood2.png,some_college,NA,NA,English,NA,NA,NA,3,1587740835207,1,NA,This is a,2,bonsai,NA,NA,warmup1,NA,NA
2233,What do you think your friend is saying is it small relative to?,NA,images/redwood_sign.png,images/tree-parade-basic.png,34,NA,NA,NA,no,1,trees,Patricia,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,redwood,NA,trees,NA,NA,some_college,big,NA,English,NA,9539,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,1,1587740835207,NA,It is small relative to other,NA,2,NA,NA,incongruent,custom_main_text1,small,Your friend says: <br/><b>That small redwood is a landmark.</b>
2233,What do you think your friend is saying is it small relative to?,NA,images/pug.png,images/dog-parade-basic2.png,34,NA,NA,NA,no,1,dogs2,Patricia,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,pug,NA,dogs,NA,NA,some_college,small,NA,English,NA,7709,You and your friend are at a pet show and you see the following:,2,1587740835207,NA,It is small relative to other,NA,2,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small pug is a prize-winner.</b>
2233,What do you think your friend is saying is it small relative to?,NA,images/eagle.png,images/bird-parade-basic.png,34,NA,NA,NA,no,1,birds,Patricia,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,eagle,NA,birds,NA,NA,some_college,big,NA,English,NA,6460,You visit your friend who works at an animal shelter and you see the following:,3,1587740835207,NA,It is small relative to other,NA,2,NA,NA,incongruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small eagle.</b>
2233,NA,dandelion,NA,NA,34,warmup/sunflower2.png,dandelion,This is a,no,1,flowers,Patricia,NA,sunflower,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,NA,warmup/dandelion2.png,some_college,NA,NA,English,NA,NA,NA,1,1587740835207,1,NA,This is a,2,sunflower,NA,NA,warmup2,NA,NA
2233,NA,chihuahua,NA,NA,34,warmup/doberman2.png,chihuahua,This is a,no,1,dogs1,Patricia,NA,doberman,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,NA,warmup/chihuahua2.png,some_college,NA,NA,English,NA,NA,NA,2,1587740835207,1,NA,This is a,2,doberman,NA,NA,warmup2,NA,NA
2233,What do you think your friend is saying is it big relative to?,NA,images/dandelion.png,images/flower-parade-basic.png,34,NA,NA,NA,no,1,flowers,Patricia,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,dandelion,NA,flowers,NA,NA,some_college,small,NA,English,NA,12795,You and your friend are at their garden and you see the following:,1,1587740835207,NA,It is big relative to other,NA,2,NA,NA,incongruent,custom_main_text2,big,Your friend says: <br/><b>That big dandelion is a gift.</b>
2233,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,34,NA,NA,NA,no,1,dogs1,Patricia,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service animal,chihuahua,NA,dogs,NA,NA,some_college,small,NA,English,NA,10515,You and your friend are at an animal training ground and you see the following:,2,1587740835207,NA,It is small relative to other,NA,2,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That service animal is a small chihuahua.</b>
