submission_id,question,response1,target_picture,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,target,age,response,comments,picture1,response3,education,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,paraphrase,question3,fairprice,reference,question2,response2,correct,trial_name,adj,utterance
2099,What do you think your friend is saying is it big  relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,32,NA,NA,NA,no,1,flowers,sarah,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,predicate,sunflower,42,flowers,NA,NA,NA,some_college,NA,English,female,5999,NA,You and your friend are at their garden and you see the following:,2,1585934841745,NA,It is big  relative to other,NA,1,gift,NA,NA,NA,custom_main_text2,big,Your friend says: <br/><b>That gift is a big sunflower.</b>
2098,<i>What do you think Speaker A meant? </i>,NA,NA,NA,32,NA,NA,NA,no,2,NA,susan,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,35,buildings,thanks,NA,NA,graduated_college,comp_class_warmup,english,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1585928532738,1,The Empire State Building is tall relative to other,NA,1,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA,NA
2098,NA,rat dog,NA,NA,32,warmup/doberman.jpg,chihuahua,This is a,no,2,dogs1,susan,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,35,NA,thanks,warmup/chihuahua.jpg,dogs,graduated_college,NA,english,female,NA,dogs,NA,1,1585928532738,1,NA,This is a,1,NA,These are both,great dane,NA,warmup1,NA,NA
2098,NA,chihuahua,NA,NA,32,warmup/doberman.jpg,chihuahua,This is a,no,2,dogs1,susan,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,35,NA,thanks,warmup/chihuahua.jpg,dogs,graduated_college,NA,english,female,NA,dogs,NA,1,1585928532738,2,NA,This is a,1,NA,These are both,doberman,NA,warmup1,NA,NA
2098,NA,tree,NA,NA,32,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,susan,NA,bonsai,yes,Please label the pictures below.,NA,NA,NA,35,NA,thanks,warmup/sequoia.png,plants,graduated_college,NA,english,female,NA,trees,NA,2,1585928532738,1,NA,This is a,1,NA,These are both,bonzi,NA,warmup1,NA,NA
2098,NA,redwood,NA,NA,32,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,susan,NA,bonsai,yes,Please label the pictures below.,NA,NA,NA,35,NA,thanks,warmup/sequoia.png,trees,graduated_college,NA,english,female,NA,trees,NA,2,1585928532738,2,NA,This is a,1,NA,These are both,bonsai,NA,warmup1,NA,NA
2098,NA,dandelion,NA,NA,32,warmup/sunflower.jpg,dandelion,This is a,no,2,flowers,susan,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,35,NA,thanks,warmup/dandelion.jpg,flowers,graduated_college,NA,english,female,NA,flowers,NA,3,1585928532738,1,NA,This is a,1,NA,These are both,sunflower,NA,warmup1,NA,NA
2098,What do you think your friend is saying is it big  relative to?,NA,images/redwood_sign.png,images/tree-parade-basic.png,32,NA,NA,NA,no,2,trees,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,predicate,redwood,35,trees,thanks,NA,NA,graduated_college,NA,english,female,13359,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,1,1585928532738,NA,It is big  relative to other,NA,1,landmark,NA,NA,NA,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big redwood.</b>
2098,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,32,NA,NA,NA,no,2,dogs1,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subject,chihuahua,35,chihuahuas,thanks,NA,NA,graduated_college,NA,english,female,12263,NA,You and your friend are at an animal training ground and you see the following:,2,1585928532738,NA,It is small relative to other,NA,1,service animal,NA,NA,NA,custom_main_text1,small,Your friend says: <br/><b>That small chihuahua is a service animal.</b>
2098,What do you think your friend is saying is it small  relative to?,NA,images/dandelion.png,images/flower-parade-basic.png,32,NA,NA,NA,no,2,flowers,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,predicate,dandelion,35,gifts,thanks,NA,NA,graduated_college,NA,english,female,8353,NA,You and your friend are at their garden and you see the following:,3,1585928532738,NA,It is small  relative to other,NA,1,gift,NA,NA,NA,custom_main_text1,small,Your friend says: <br/><b>That gift is a small dandelion.</b>
2098,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,2,dogs2,susan,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,35,NA,thanks,warmup/pug.jpg,dogs,graduated_college,NA,english,female,NA,dogs,NA,1,1585928532738,1,NA,This is a,1,NA,These are both,doberman,NA,warmup2,NA,NA
2098,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,2,dogs2,susan,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,35,NA,thanks,warmup/pug.jpg,dogs,graduated_college,NA,english,female,NA,dogs,NA,1,1585928532738,2,NA,This is a,1,NA,These are both,great dane,NA,warmup2,NA,NA
2098,NA,hummingbird,NA,NA,32,warmup/eagle.png,hummingbird,This is a,no,2,birds,susan,NA,eagle,yes,Please label the pictures below.,NA,NA,NA,35,NA,thanks,warmup/colibri.jpg,birds,graduated_college,NA,english,female,NA,birds,NA,2,1585928532738,1,NA,This is an,1,NA,These are both,eagle,NA,warmup2,NA,NA
2098,What do you think your friend is saying is it big  relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,32,NA,NA,NA,no,2,dogs2,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subject,great dane,35,dogs,thanks,NA,NA,graduated_college,NA,english,female,7384,NA,You and your friend are at a pet show and you see the following:,1,1585928532738,NA,It is big  relative to other,NA,1,prize-winner,NA,NA,NA,custom_main_text2,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2098,What do you think your friend is saying is it small  relative to?,NA,images/hummingbird.png,images/bird-parade-basic.png,32,NA,NA,NA,no,2,birds,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subject,hummingbird,35,birds,thanks,NA,NA,graduated_college,NA,english,female,4872,NA,You visit your friend who works at an animal shelter and you see the following:,2,1585928532738,NA,It is small  relative to other,NA,1,rescue,NA,NA,NA,custom_main_text2,small,Your friend says: <br/><b>That small hummingbird is a rescue.</b>
2097,<i>What do you think Speaker A meant? </i>,NA,NA,NA,32,NA,NA,NA,no,2,NA,linda,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,33,buildings,no,NA,NA,graduated_high_school,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1585927971251,1,The Empire State Building is tall relative to other,NA,1,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA,NA
2097,NA,daffodil,NA,NA,32,warmup/sunflower.jpg,dandelion,This is a,no,2,flowers,linda,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,33,NA,no,warmup/dandelion.jpg,flowers,graduated_high_school,NA,English,male,NA,flowers,NA,1,1585927971251,1,NA,This is a,1,NA,These are both,sunflower,NA,warmup1,NA,NA
2097,NA,dandelion,NA,NA,32,warmup/sunflower.jpg,dandelion,This is a,no,2,flowers,linda,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,33,NA,no,warmup/dandelion.jpg,flowers,graduated_high_school,NA,English,male,NA,flowers,NA,1,1585927971251,2,NA,This is a,1,NA,These are both,sunflower,NA,warmup1,NA,NA
2097,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,2,dogs2,linda,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,33,NA,no,warmup/pug.jpg,dogs,graduated_high_school,NA,English,male,NA,dogs,NA,2,1585927971251,1,NA,This is a,1,NA,These are both,pitbull,NA,warmup1,NA,NA
2097,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,2,dogs2,linda,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,33,NA,no,warmup/pug.jpg,dogs,graduated_high_school,NA,English,male,NA,dogs,NA,2,1585927971251,2,NA,This is a,1,NA,These are both,great dane,NA,warmup1,NA,NA
2097,NA,hummingbird,NA,NA,32,warmup/eagle.png,hummingbird,This is a,no,2,birds,linda,NA,eagle,yes,Please label the pictures below.,NA,NA,NA,33,NA,no,warmup/colibri.jpg,birds,graduated_high_school,NA,English,male,NA,birds,NA,3,1585927971251,1,NA,This is an,1,NA,These are both,eagle,NA,warmup1,NA,NA
2097,What do you think your friend is saying is it small  relative to?,NA,images/pug.png,images/dog-parade-basic2.png,32,NA,NA,NA,no,2,dogs2,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subject,pug,33,dogs,no,NA,NA,graduated_high_school,NA,English,male,19855,NA,You and your friend are at a pet show and you see the following:,1,1585927971251,NA,It is small  relative to other,NA,1,prize-winner,NA,NA,NA,custom_main_text1,small,Your friend says: <br/><b>That small pug is a prize-winner.</b>
2097,What do you think your friend is saying is it small  relative to?,NA,images/dandelion.png,images/flower-parade-basic.png,32,NA,NA,NA,no,2,flowers,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subject,dandelion,33,flowers,no,NA,NA,graduated_high_school,NA,English,male,9382,NA,You and your friend are at their garden and you see the following:,2,1585927971251,NA,It is small  relative to other,NA,1,gift,NA,NA,NA,custom_main_text1,small,Your friend says: <br/><b>That small dandelion is a gift.</b>
2097,What do you think your friend is saying is it big  relative to?,NA,images/eagle.png,images/bird-parade-basic.png,32,NA,NA,NA,no,2,birds,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,predicate,eagle,33,birds,no,NA,NA,graduated_high_school,NA,English,male,11912,NA,You visit your friend who works at an animal shelter and you see the following:,3,1585927971251,NA,It is big  relative to other,NA,1,rescue,NA,NA,NA,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big eagle.</b>
2097,NA,sequioa,NA,NA,32,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,linda,NA,bonsai,yes,Please label the pictures below.,NA,NA,NA,33,NA,no,warmup/sequoia.png,trees,graduated_high_school,NA,English,male,NA,trees,NA,1,1585927971251,1,NA,This is a,1,NA,These are both,bonzai,NA,warmup2,NA,NA
2097,NA,sequoia,NA,NA,32,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,linda,NA,bonsai,yes,Please label the pictures below.,NA,NA,NA,33,NA,no,warmup/sequoia.png,trees,graduated_high_school,NA,English,male,NA,trees,NA,1,1585927971251,2,NA,This is a,1,NA,These are both,bonsai,NA,warmup2,NA,NA
2097,NA,chihuahua,NA,NA,32,warmup/doberman.jpg,chihuahua,This is a,no,2,dogs1,linda,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,33,NA,no,warmup/chihuahua.jpg,dogs,graduated_high_school,NA,English,male,NA,dogs,NA,2,1585927971251,1,NA,This is a,1,NA,These are both,great dane,NA,warmup2,NA,NA
2097,NA,chihuahua,NA,NA,32,warmup/doberman.jpg,chihuahua,This is a,no,2,dogs1,linda,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,33,NA,no,warmup/chihuahua.jpg,dogs,graduated_high_school,NA,English,male,NA,dogs,NA,2,1585927971251,2,NA,This is a,1,NA,These are both,doberman,NA,warmup2,NA,NA
2097,What do you think your friend is saying is it big relative to?,NA,images/doberman.png,images/dog-parade-basic.png,32,NA,NA,NA,no,2,dogs1,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,predicate,doberman,33,dogs,no,NA,NA,graduated_high_school,NA,English,male,12684,NA,You and your friend are at an animal training ground and you see the following:,1,1585927971251,NA,It is big relative to other,NA,1,service animal,NA,NA,NA,custom_main_text2,big,Your friend says: <br/><b>That service animal is a big doberman.</b>
2097,What do you think your friend is saying is it small  relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,32,NA,NA,NA,no,2,trees,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subject,bonsai,33,trees,no,NA,NA,graduated_high_school,NA,English,male,8183,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,2,1585927971251,NA,It is small  relative to other,NA,1,landmark,NA,NA,NA,custom_main_text2,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
2096,<i>What do you think Speaker A meant? </i>,NA,NA,NA,32,NA,NA,NA,Everything ran smoothly,2,NA,linda,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,41,buildings,"Thank you very much for this HIT, and best of luck with your research",NA,NA,some_college,comp_class_warmup,Italian,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1585928030061,1,The Empire State Building is tall relative to other,NA,1,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA,NA
2096,NA,daisy,NA,NA,32,warmup/sunflower.jpg,dandelion,This is a,Everything ran smoothly,2,flowers,linda,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,41,NA,"Thank you very much for this HIT, and best of luck with your research",warmup/dandelion.jpg,flowers,some_college,NA,Italian,male,NA,flowers,NA,1,1585928030061,1,NA,This is a,1,NA,These are both,sunflower,NA,warmup1,NA,NA
2096,NA,dandelion,NA,NA,32,warmup/sunflower.jpg,dandelion,This is a,Everything ran smoothly,2,flowers,linda,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,41,NA,"Thank you very much for this HIT, and best of luck with your research",warmup/dandelion.jpg,flowers,some_college,NA,Italian,male,NA,flowers,NA,1,1585928030061,2,NA,This is a,1,NA,These are both,sunflower,NA,warmup1,NA,NA
2096,NA,french pit bull,NA,NA,32,warmup/great-dane.jpg,pug,This is a,Everything ran smoothly,2,dogs2,linda,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,41,NA,"Thank you very much for this HIT, and best of luck with your research",warmup/pug.jpg,dogs,some_college,NA,Italian,male,NA,dogs,NA,2,1585928030061,1,NA,This is a,1,NA,These are both,alan,NA,warmup1,NA,NA
2096,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,Everything ran smoothly,2,dogs2,linda,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,41,NA,"Thank you very much for this HIT, and best of luck with your research",warmup/pug.jpg,dogs,some_college,NA,Italian,male,NA,dogs,NA,2,1585928030061,2,NA,This is a,1,NA,These are both,great dane,NA,warmup1,NA,NA
2096,NA,hummingbird,NA,NA,32,warmup/eagle.png,hummingbird,This is a,Everything ran smoothly,2,birds,linda,NA,eagle,yes,Please label the pictures below.,NA,NA,NA,41,NA,"Thank you very much for this HIT, and best of luck with your research",warmup/colibri.jpg,birds,some_college,NA,Italian,male,NA,birds,NA,3,1585928030061,1,NA,This is an,1,NA,These are both,eagle,NA,warmup1,NA,NA
2096,What do you think your friend is saying is it small  relative to?,NA,images/hummingbird.png,images/bird-parade-basic.png,32,NA,NA,NA,Everything ran smoothly,2,birds,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subject,hummingbird,41,birds,"Thank you very much for this HIT, and best of luck with your research",NA,NA,some_college,NA,Italian,male,18951,NA,You visit your friend who works at an animal shelter and you see the following:,1,1585928030061,NA,It is small  relative to other,NA,1,rescue,NA,NA,NA,custom_main_text1,small,Your friend says: <br/><b>That small hummingbird is a rescue.</b>
2096,What do you think your friend is saying is it big  relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,32,NA,NA,NA,Everything ran smoothly,2,flowers,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,predicate,sunflower,41,flowers,"Thank you very much for this HIT, and best of luck with your research",NA,NA,some_college,NA,Italian,male,10057,NA,You and your friend are at their garden and you see the following:,2,1585928030061,NA,It is big  relative to other,NA,1,gift,NA,NA,NA,custom_main_text1,big,Your friend says: <br/><b>That gift is a big sunflower.</b>
2096,What do you think your friend is saying is it small  relative to?,NA,images/pug.png,images/dog-parade-basic2.png,32,NA,NA,NA,Everything ran smoothly,2,dogs2,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,predicate,pug,41,dogs,"Thank you very much for this HIT, and best of luck with your research",NA,NA,some_college,NA,Italian,male,10847,NA,You and your friend are at a pet show and you see the following:,3,1585928030061,NA,It is small  relative to other,NA,1,prize-winner,NA,NA,NA,custom_main_text1,small,Your friend says: <br/><b>That prize-winner is a small pug.</b>
2096,NA,pug,NA,NA,32,warmup/doberman.jpg,chihuahua,This is a,Everything ran smoothly,2,dogs1,linda,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,41,NA,"Thank you very much for this HIT, and best of luck with your research",warmup/chihuahua.jpg,dogs,some_college,NA,Italian,male,NA,dogs,NA,1,1585928030061,1,NA,This is a,1,NA,These are both,rottweiler,NA,warmup2,NA,NA
2096,NA,chihuahua,NA,NA,32,warmup/doberman.jpg,chihuahua,This is a,Everything ran smoothly,2,dogs1,linda,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,41,NA,"Thank you very much for this HIT, and best of luck with your research",warmup/chihuahua.jpg,dogs,some_college,NA,Italian,male,NA,dogs,NA,1,1585928030061,2,NA,This is a,1,NA,These are both,doberman,NA,warmup2,NA,NA
2096,NA,oak tree,NA,NA,32,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,Everything ran smoothly,2,trees,linda,NA,bonsai,yes,Please label the pictures below.,NA,NA,NA,41,NA,"Thank you very much for this HIT, and best of luck with your research",warmup/sequoia.png,trees,some_college,NA,Italian,male,NA,trees,NA,2,1585928030061,1,NA,This is a,1,NA,These are both,bonsai,NA,warmup2,NA,NA
2096,NA,sequoia,NA,NA,32,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,Everything ran smoothly,2,trees,linda,NA,bonsai,yes,Please label the pictures below.,NA,NA,NA,41,NA,"Thank you very much for this HIT, and best of luck with your research",warmup/sequoia.png,trees,some_college,NA,Italian,male,NA,trees,NA,2,1585928030061,2,NA,This is a,1,NA,These are both,bonsai,NA,warmup2,NA,NA
2096,What do you think your friend is saying is it big relative to?,NA,images/doberman.png,images/dog-parade-basic.png,32,NA,NA,NA,Everything ran smoothly,2,dogs1,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subject,doberman,41,dogs,"Thank you very much for this HIT, and best of luck with your research",NA,NA,some_college,NA,Italian,male,8008,NA,You and your friend are at an animal training ground and you see the following:,1,1585928030061,NA,It is big relative to other,NA,1,service animal,NA,NA,NA,custom_main_text2,big,Your friend says: <br/><b>That big doberman is a service animal.</b>
2096,What do you think your friend is saying is it big  relative to?,NA,images/redwood_sign.png,images/tree-parade-basic.png,32,NA,NA,NA,Everything ran smoothly,2,trees,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subject,redwood,41,trees,"Thank you very much for this HIT, and best of luck with your research",NA,NA,some_college,NA,Italian,male,9681,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,2,1585928030061,NA,It is big  relative to other,NA,1,landmark,NA,NA,NA,custom_main_text2,big,Your friend says: <br/><b>That big redwood is a landmark.</b>
2095,<i>What do you think Speaker A meant? </i>,NA,NA,NA,32,NA,NA,NA,no,1,NA,Margaret,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,33,buildings,It was a tad bit boring if anything.,NA,NA,graduated_college,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1585927583703,1,The Empire State Building is tall relative to other,NA,3,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA,NA
2095,NA,small,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,1,dogs2,Margaret,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,33,NA,It was a tad bit boring if anything.,warmup/pug.jpg,dogs,graduated_college,NA,English,female,NA,dogs,NA,1,1585927583703,1,NA,This is a,3,NA,These are both,large,NA,warmup1,NA,NA
2095,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,1,dogs2,Margaret,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,33,NA,It was a tad bit boring if anything.,warmup/pug.jpg,dogs,graduated_college,NA,English,female,NA,dogs,NA,1,1585927583703,2,NA,This is a,3,NA,These are both,great dane,NA,warmup1,NA,NA
2095,NA,robbin,NA,NA,32,warmup/eagle.png,hummingbird,This is a,no,1,birds,Margaret,NA,eagle,yes,Please label the pictures below.,NA,NA,NA,33,NA,It was a tad bit boring if anything.,warmup/colibri.jpg,birds,graduated_college,NA,English,female,NA,birds,NA,2,1585927583703,1,NA,This is an,3,NA,These are both,eagle,NA,warmup1,NA,NA
2095,NA,hummingbird,NA,NA,32,warmup/eagle.png,hummingbird,This is a,no,1,birds,Margaret,NA,eagle,yes,Please label the pictures below.,NA,NA,NA,33,NA,It was a tad bit boring if anything.,warmup/colibri.jpg,birds,graduated_college,NA,English,female,NA,birds,NA,2,1585927583703,2,NA,This is an,3,NA,These are both,eagle,NA,warmup1,NA,NA
2095,NA,chiwawa,NA,NA,32,warmup/doberman.jpg,chihuahua,This is a,no,1,dogs1,Margaret,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,33,NA,It was a tad bit boring if anything.,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,female,NA,dogs,NA,3,1585927583703,1,NA,This is a,3,NA,These are both,great dane,NA,warmup1,NA,NA
2095,NA,chihuahua,NA,NA,32,warmup/doberman.jpg,chihuahua,This is a,no,1,dogs1,Margaret,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,33,NA,It was a tad bit boring if anything.,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,female,NA,dogs,NA,3,1585927583703,2,NA,This is a,3,NA,These are both,doberman,NA,warmup1,NA,NA
