submission_id,question,response1,target_picture,context_picture,experiment_id,picture2,correct1,trial_type,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,ref_np,target,age,response,comments,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,paraphrase,question3,fairprice,question2,response2,correct,adj_cond,trial_name,adj,utterance
2323,What do you think your friend is saying it is big relative to?,NA,images/sunflower_filler.png,images/flower-parade-basic_filler.png,35,NA,NA,filler,NA,Nope,1,flowers,Margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,sunflower,37,flowers,I think I did it correctly but not sure entirely.,NA,NA,higher_degree,big,NA,English,male,5089,NA,You and your friend see the following:,1,1607555782462,NA,It is big relative to other,NA,0.5,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That sunflower is big.</b>
2323,What do you think your friend is saying it is small relative to?,NA,images/pug_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,Nope,1,dogs2,Margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,pug,37,dogs,I think I did it correctly but not sure entirely.,NA,NA,higher_degree,small,NA,English,male,5297,NA,You and your friend see the following:,2,1607555782462,NA,It is small relative to other,NA,0.5,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That pug is small.</b>
2323,What do you think your friend is saying it is big relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,Nope,1,dogs2,Margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,Great Dane,37,dogs,I think I did it correctly but not sure entirely.,NA,NA,higher_degree,big,NA,English,male,9541,NA,You and your friend are at a pet show and you see the following:,3,1607555782462,NA,It is big relative to other,NA,0.5,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That prize-winner is a big Great Dane.</b>
2323,What do you think your friend is saying it is small relative to?,NA,images/dandelion.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,Nope,1,flowers,Margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,dandelion,37,flowers,I think I did it correctly but not sure entirely.,NA,NA,higher_degree,small,NA,English,male,10062,NA,You and your friend are at a garden store and you see the following:,4,1607555782462,NA,It is small relative to other,NA,0.5,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That gift is a small dandelion.</b>
2322,NA,stripmall,NA,NA,35,warmup/skyscraper2.png,stripmall,NA,This is a,no,1,buildings,margaret,NA,skyscraper,confused,Please label the pictures below.,NA,NA,NA,NA,40,NA,na,warmup/stripmall2.png,buildings,graduated_college,NA,NA,English,female,NA,buildings,NA,1,1607553243786,1,NA,This is a,10,These are both,skyscraper,NA,NA,warmup1,NA,NA
2322,NA,dandelion,NA,NA,35,warmup/sunflower2.png,dandelion,NA,This is a,no,1,flowers,margaret,NA,sunflower,confused,Please label the pictures below.,NA,NA,NA,NA,40,NA,na,warmup/dandelion2.png,flowers,graduated_college,NA,NA,English,female,NA,flowers,NA,2,1607553243786,1,NA,This is a,10,These are both,sunflower,NA,NA,warmup1,NA,NA
2322,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,no,1,NA,margaret,1,NA,confused,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,40,buildings,na,NA,NA,graduated_college,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1607553243786,1,The Empire State Building is tall relative to other,NA,10,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2322,What do you think your friend is saying it is small relative to?,NA,images/dandelion_filler.png,images/flower-parade-basic_filler.png,35,NA,NA,filler,NA,no,1,flowers,margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,dandelion,40,flowers,na,NA,NA,graduated_college,small,NA,English,female,11296,NA,You and your friend see the following:,1,1607553243786,NA,It is small relative to other,NA,10,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That dandelion is small.</b>
2322,What do you think your friend is saying it is big relative to?,NA,images/skyscraper-landmark-filler.png,images/buildings-parade-basic_filler.png,35,NA,NA,filler,NA,no,1,buildings,margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,skyscraper,40,buildings,na,NA,NA,graduated_college,big,NA,English,female,38880,NA,You and your friend see the following:,2,1607553243786,NA,It is big relative to other,NA,10,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That skyscraper is big.</b>
2322,What do you think your friend is saying it is big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,no,1,flowers,margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,sunflower,40,flowers,na,NA,NA,graduated_college,big,NA,English,female,26101,NA,You and your friend are at a garden store and you see the following:,3,1607553243786,NA,It is big relative to other,NA,10,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That gift is a big sunflower.</b>
2322,What do you think your friend is saying it is small relative to?,NA,images/stripmall-landmark.png,images/buildings-parade-basic.png,35,NA,NA,critical,NA,no,1,buildings,margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,stripmall,40,landmarks,na,NA,NA,graduated_college,small,NA,English,female,39769,NA,You visit your friend who lives in another city. You take a walk and you see the following:,4,1607553243786,NA,It is small relative to other,NA,10,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small stripmall.</b>
2322,NA,pug,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,no,1,dogs2,margaret,NA,great dane,confused,Please label the pictures below.,NA,NA,NA,NA,40,NA,na,warmup/pug2.png,dogs,graduated_college,NA,NA,English,female,NA,dogs,NA,1,1607553243786,1,NA,This is a,10,These are both,great dane,NA,NA,warmup2,NA,NA
2322,NA,doberman,NA,NA,35,warmup/chihuahua2.png,doberman,NA,This is a,no,1,dogs1,margaret,NA,chihuahua,confused,Please label the pictures below.,NA,NA,NA,NA,40,NA,na,warmup/doberman2.png,dogs,graduated_college,NA,NA,English,female,NA,dogs,NA,2,1607553243786,1,NA,This is a,10,These are both,chihuahua,NA,NA,warmup2,NA,NA
2322,What do you think your friend is saying it is small relative to?,NA,images/chihuahua_filler.png,images/dog-parade-basic_filler.png,35,NA,NA,filler,NA,no,1,dogs1,margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,chihuahua,40,chihuahuas,na,NA,NA,graduated_college,small,NA,English,female,17304,NA,You and your friend see the following:,1,1607553243786,NA,It is small relative to other,NA,10,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That's a small chihuahua.</b>
2322,What do you think your friend is saying it is small relative to?,NA,images/pug.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,no,1,dogs2,margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,pug,40,pugs,na,NA,NA,graduated_college,small,NA,English,female,18224,NA,You and your friend are at a pet show and you see the following:,2,1607553243786,NA,It is small relative to other,NA,10,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small pug is a prize-winner.</b>
2322,What do you think your friend is saying it is big relative to?,NA,images/great-dane_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,no,1,dogs2,margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,Great Dane,40,dogs,na,NA,NA,graduated_college,big,NA,English,female,11295,NA,You and your friend see the following:,3,1607553243786,NA,It is big relative to other,NA,10,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That's a big Great Dane.</b>
2322,What do you think your friend is saying it is big relative to?,NA,images/doberman.png,images/dog-parade-basic.png,35,NA,NA,critical,NA,no,1,dogs1,margaret,NA,NA,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,doberman,40,dogs,na,NA,NA,graduated_college,big,NA,English,female,36203,NA,You and your friend are at an animal training ground and you see the following:,4,1607553243786,NA,It is big relative to other,NA,10,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big doberman is a service-animal.</b>
2321,NA,chihuahua,NA,NA,35,warmup/doberman2.png,chihuahua,NA,This is a,No,2,dogs1,Barbara,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,NA,49,NA,I love this work,warmup/chihuahua2.png,Dog,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1607556017859,1,NA,This is a,1.12,These are both,doberman,NA,NA,warmup1,NA,NA
2321,NA,sunflower,NA,NA,35,warmup/dandelion2.png,sunflower,NA,This is a,No,2,flowers,Barbara,NA,dandelion,yes,Please label the pictures below.,NA,NA,NA,NA,49,NA,I love this work,warmup/sunflower2.png,Flower,higher_degree,NA,NA,English,male,NA,flowers,NA,2,1607556017859,1,NA,This is a,1.12,These are both,dandelion,NA,NA,warmup1,NA,NA
2321,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,No,2,NA,Barbara,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,49,buildings,I love this work,NA,NA,higher_degree,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1607556017859,1,The Empire State Building is tall relative to other,NA,1.12,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2321,What do you think your friend is saying it is small relative to?,NA,images/dandelion_filler.png,images/flower-parade-basic_filler.png,35,NA,NA,filler,NA,No,2,flowers,Barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,dandelion,49,corona,I love this work,NA,NA,higher_degree,small,NA,English,male,24332,NA,You and your friend see the following:,1,1607556017859,NA,It is small relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small dandelion.</b>
2321,What do you think your friend is saying it is big relative to?,NA,images/doberman.png,images/dog-parade-basic.png,35,NA,NA,critical,NA,No,2,dogs1,Barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,doberman,49,animal,I love this work,NA,NA,higher_degree,big,NA,English,male,102030,NA,You and your friend are at an animal training ground and you see the following:,2,1607556017859,NA,It is big relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That service-animal is a big doberman.</b>
2321,What do you think your friend is saying it is big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,No,2,flowers,Barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,sunflower,49,sunflower,I love this work,NA,NA,higher_degree,big,NA,English,male,26347,NA,You and your friend are at a garden store and you see the following:,3,1607556017859,NA,It is big relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big sunflower is a gift.</b>
2321,What do you think your friend is saying it is small relative to?,NA,images/chihuahua_filler.png,images/dog-parade-basic_filler.png,35,NA,NA,filler,NA,No,2,dogs1,Barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,chihuahua,49,animal,I love this work,NA,NA,higher_degree,small,NA,English,male,39616,NA,You and your friend see the following:,4,1607556017859,NA,It is small relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That chihuahua is small.</b>
2321,NA,pug,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,No,2,dogs2,Barbara,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,49,NA,I love this work,warmup/pug2.png,Dogs,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1607556017859,1,NA,This is a,1.12,These are both,grate dane,NA,NA,warmup2,NA,NA
2321,NA,pug,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,No,2,dogs2,Barbara,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,49,NA,I love this work,warmup/pug2.png,Dogs,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1607556017859,2,NA,This is a,1.12,These are both,great dane,NA,NA,warmup2,NA,NA
2321,NA,eagle,NA,NA,35,warmup/hummingbird2.png,eagle,NA,This is a,No,2,birds,Barbara,NA,hummingbird,yes,Please label the pictures below.,NA,NA,NA,NA,49,NA,I love this work,warmup/eagle2.png,Birds,higher_degree,NA,NA,English,male,NA,birds,NA,2,1607556017859,1,NA,This is an,1.12,These are both,hummingbird,NA,NA,warmup2,NA,NA
2321,What do you think your friend is saying it is big relative to?,NA,images/eagle_filler.png,images/bird-parade-basic_filler.png,35,NA,NA,filler,NA,No,2,birds,Barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,eagle,49,eagle,I love this work,NA,NA,higher_degree,big,NA,English,male,456402,NA,You and your friend see the following:,1,1607556017859,NA,It is big relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That's a big eagle.</b>
2321,What do you think your friend is saying it is small relative to?,NA,images/pug.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,No,2,dogs2,Barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,49,pug,I love this work,NA,NA,higher_degree,small,NA,English,male,16986,NA,You and your friend are at a pet show and you see the following:,2,1607556017859,NA,It is small relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That prize-winner is a small pug.</b>
2321,What do you think your friend is saying it is small relative to?,NA,images/hummingbird.png,images/bird-parade-basic.png,35,NA,NA,critical,NA,No,2,birds,Barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,hummingbird,49,hummingbird,I love this work,NA,NA,higher_degree,small,NA,English,male,49503,NA,You visit your friend who works at an animal shelter and you see the following:,3,1607556017859,NA,It is small relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small hummingbird is a rescue.</b>
2321,What do you think your friend is saying it is big relative to?,NA,images/great-dane_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,No,2,dogs2,Barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,49,Great Dane,I love this work,NA,NA,higher_degree,big,NA,English,male,9507,NA,You and your friend see the following:,4,1607556017859,NA,It is big relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That Great Dane is big.</b>
2320,NA,grate danne,NA,NA,35,warmup/pug2.png,great dane,NA,This is a,No,0,dogs2,Patricia,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,50,NA,I love this work,warmup/great-dane2.png,Dog,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1607555768953,1,NA,This is a,1.12,These are both,pug,NA,NA,warmup1,NA,NA
2320,NA,grate dann,NA,NA,35,warmup/pug2.png,great dane,NA,This is a,No,0,dogs2,Patricia,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,50,NA,I love this work,warmup/great-dane2.png,Dog,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1607555768953,2,NA,This is a,1.12,These are both,pug,NA,NA,warmup1,NA,NA
2320,NA,grate dan,NA,NA,35,warmup/pug2.png,great dane,NA,This is a,No,0,dogs2,Patricia,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,50,NA,I love this work,warmup/great-dane2.png,Dog,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1607555768953,3,NA,This is a,1.12,These are both,pug,NA,NA,warmup1,NA,NA
2320,NA,grate dane,NA,NA,35,warmup/pug2.png,great dane,NA,This is a,No,0,dogs2,Patricia,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,50,NA,I love this work,warmup/great-dane2.png,Dog,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1607555768953,4,NA,This is a,1.12,These are both,pug,NA,NA,warmup1,NA,NA
2320,NA,gratedane,NA,NA,35,warmup/pug2.png,great dane,NA,This is a,No,0,dogs2,Patricia,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,50,NA,I love this work,warmup/great-dane2.png,Dog,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1607555768953,5,NA,This is a,1.12,These are both,pug,NA,NA,warmup1,NA,NA
2320,NA,great dane,NA,NA,35,warmup/pug2.png,great dane,NA,This is a,No,0,dogs2,Patricia,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,50,NA,I love this work,warmup/great-dane2.png,Dog,higher_degree,NA,NA,English,male,NA,dogs,NA,1,1607555768953,6,NA,This is a,1.12,These are both,pug,NA,NA,warmup1,NA,NA
2320,NA,bonsa,NA,NA,35,warmup/redwood2.png,bonsai,NA,This is a,No,0,trees,Patricia,NA,redwood or sequoia (choose one),yes,Please label the pictures below.,NA,NA,NA,NA,50,NA,I love this work,warmup/bonsai2.png,Tree,higher_degree,NA,NA,English,male,NA,trees,NA,2,1607555768953,1,NA,This is a,1.12,These are both,redwood,NA,NA,warmup1,NA,NA
2320,NA,bonsai,NA,NA,35,warmup/redwood2.png,bonsai,NA,This is a,No,0,trees,Patricia,NA,redwood or sequoia (choose one),yes,Please label the pictures below.,NA,NA,NA,NA,50,NA,I love this work,warmup/bonsai2.png,Tree,higher_degree,NA,NA,English,male,NA,trees,NA,2,1607555768953,2,NA,This is a,1.12,These are both,redwood,NA,NA,warmup1,NA,NA
2320,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,No,0,NA,Patricia,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,50,building's,I love this work,NA,NA,higher_degree,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1607555768953,1,The Empire State Building is tall relative to other,NA,1.12,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2320,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,No,0,NA,Patricia,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,50,buildings,I love this work,NA,NA,higher_degree,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1607555768953,2,The Empire State Building is tall relative to other,NA,1.12,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2320,What do you think your friend is saying it is big relative to?,NA,images/redwood_filler.png,images/tree-parade-basic_filler.png,35,NA,NA,filler,NA,No,0,trees,Patricia,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,redwood,50,problem,I love this work,NA,NA,higher_degree,big,NA,English,male,89842,NA,You and your friend see the following:,1,1607555768953,NA,It is big relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big redwood.</b>
2320,What do you think your friend is saying it is small relative to?,NA,images/pug.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,No,0,dogs2,Patricia,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,50,animal,I love this work,NA,NA,higher_degree,small,NA,English,male,42045,NA,You and your friend are at a pet show and you see the following:,2,1607555768953,NA,It is small relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That prize-winner is a small pug.</b>
2320,What do you think your friend is saying it is small relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,35,NA,NA,critical,NA,No,0,trees,Patricia,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,50,bonsai,I love this work,NA,NA,higher_degree,small,NA,English,male,28434,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,3,1607555768953,NA,It is small relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
2320,What do you think your friend is saying it is big relative to?,NA,images/great-dane_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,No,0,dogs2,Patricia,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,50,animal,I love this work,NA,NA,higher_degree,big,NA,English,male,58893,NA,You and your friend see the following:,4,1607555768953,NA,It is big relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That Great Dane is big.</b>
2320,NA,sunflower,NA,NA,35,warmup/dandelion2.png,sunflower,NA,This is a,No,0,flowers,Patricia,NA,dandelion,yes,Please label the pictures below.,NA,NA,NA,NA,50,NA,I love this work,warmup/sunflower2.png,Flower,higher_degree,NA,NA,English,male,NA,flowers,NA,1,1607555768953,1,NA,This is a,1.12,These are both,dandelion,NA,NA,warmup2,NA,NA
2320,NA,eagle,NA,NA,35,warmup/hummingbird2.png,eagle,NA,This is a,No,0,birds,Patricia,NA,hummingbird,yes,Please label the pictures below.,NA,NA,NA,NA,50,NA,I love this work,warmup/eagle2.png,Bird,higher_degree,NA,NA,English,male,NA,birds,NA,2,1607555768953,1,NA,This is an,1.12,These are both,hummingbird,NA,NA,warmup2,NA,NA
2320,What do you think your friend is saying it is small relative to?,NA,images/hummingbird_filler.png,images/bird-parade-basic_filler.png,35,NA,NA,filler,NA,No,0,birds,Patricia,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,hummingbird,50,eagle,I love this work,NA,NA,higher_degree,small,NA,English,male,13207,NA,You and your friend see the following:,1,1607555768953,NA,It is small relative to other,NA,1.12,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That's a small hummingbird.</b>
