submission_id,question,response1,target_picture,context_picture,experiment_id,picture2,correct1,trial_type,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,ref_np,target,age,response,comments,picture1,education,target_size,name,languages,sex,RT,context,trial_number,startTime,attempts,paraphrase,question3,fairprice,response2,correct,adj_cond,trial_name,adj,utterance
2253,What do you think your friend is saying is it big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,no,1,flowers,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,sunflower,35,gifts,NA,NA,graduated_college,big,NA,english,female,11920,You and your friend are at their garden and you see the following:,2,1588870818532,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big sunflower is a gift.</b>
2253,What do you think your friend is saying is it big relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,no,1,dogs2,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,35,dogs,NA,NA,graduated_college,big,NA,english,female,9468,You and your friend are at a pet show and you see the following:,3,1588870818532,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2253,What do you think your friend is saying is it small relative to?,NA,images/pug_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,no,1,dogs2,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,pug,35,pugs,NA,NA,graduated_college,small,NA,english,female,6344,You and your friend see the following:,4,1588870818532,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That pug is small.</b>
2253,NA,doberman,NA,NA,35,warmup/doberman2.png,chihuahua,NA,This is a,no,1,dogs1,linda,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,35,NA,NA,warmup/chihuahua2.png,graduated_college,NA,NA,english,female,NA,NA,1,1588870818532,1,NA,This is a,1,chihuahua,NA,NA,warmup2,NA,NA
2253,NA,eagle,NA,NA,35,warmup/eagle2.png,hummingbird,NA,This is a,no,1,birds,linda,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,35,NA,NA,warmup/hummingbird2.png,graduated_college,NA,NA,english,female,NA,NA,2,1588870818532,1,NA,This is an,1,hummingbird,NA,NA,warmup2,NA,NA
2253,What do you think your friend is saying is it big relative to?,NA,images/eagle_filler.png,images/bird-parade-basic_filler.png,35,NA,NA,filler,NA,no,1,birds,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,eagle,35,birds,NA,NA,graduated_college,big,NA,english,female,8913,You and your friend see the following:,1,1588870818532,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That's a big eagle.</b>
2253,What do you think your friend is saying is it small relative to?,NA,images/hummingbird.png,images/bird-parade-basic.png,35,NA,NA,critical,NA,no,1,birds,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,hummingbird,35,rescues,NA,NA,graduated_college,small,NA,english,female,5658,You visit your friend who works at an animal shelter and you see the following:,2,1588870818532,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That rescue is a small hummingbird.</b>
2253,What do you think your friend is saying is it big relative to?,NA,images/doberman_filler.png,images/dog-parade-basic_filler.png,35,NA,NA,filler,NA,no,1,dogs1,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service animal,doberman,35,dogs,NA,NA,graduated_college,big,NA,english,female,3932,You and your friend see the following:,3,1588870818532,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That doberman is big.</b>
2253,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,35,NA,NA,critical,NA,no,1,dogs1,linda,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service animal,chihuahua,35,chihuahuas,NA,NA,graduated_college,small,NA,english,female,7940,You and your friend are at an animal training ground and you see the following:,4,1588870818532,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That service animal is a small chihuahua.</b>
2252,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,No problems,2,NA,susan,1,NA,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,NA,buildings,Thanks stay safe and good luck with your work,NA,NA,NA,comp_class_warmup,English,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1588869247727,1,The Empire State Building is tall relative to other,NA,1,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2252,NA,bonsai,NA,NA,35,warmup/bonsai2.png,redwood or sequoia (choose one),NA,This is a,No problems,2,trees,susan,NA,bonsai,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,Thanks stay safe and good luck with your work,warmup/redwood2.png,NA,NA,NA,English,NA,NA,NA,1,1588869247727,1,NA,This is a,1,redwood,NA,NA,warmup1,NA,NA
2252,NA,eagle,NA,NA,35,warmup/eagle2.png,hummingbird,NA,This is a,No problems,2,birds,susan,NA,eagle,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,Thanks stay safe and good luck with your work,warmup/hummingbird2.png,NA,NA,NA,English,NA,NA,NA,2,1588869247727,1,NA,This is an,1,hummingbird,NA,NA,warmup1,NA,NA
2252,What do you think your friend is saying is it small relative to?,NA,images/hummingbird_filler.png,images/bird-parade-basic_filler.png,35,NA,NA,filler,NA,No problems,2,birds,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,hummingbird,NA,hummingbirds,Thanks stay safe and good luck with your work,NA,NA,small,NA,English,NA,19515,You and your friend see the following:,1,1588869247727,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small hummingbird.</b>
2252,What do you think your friend is saying is it small relative to?,NA,images/bonsai_filler.png,images/tree-parade-basic_filler.png,35,NA,NA,filler,NA,No problems,2,trees,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,NA,bonsai,Thanks stay safe and good luck with your work,NA,NA,small,NA,English,NA,12147,You and your friend see the following:,2,1588869247727,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small bonsai.</b>
2252,What do you think your friend is saying is it big relative to?,NA,images/eagle.png,images/bird-parade-basic.png,35,NA,NA,critical,NA,No problems,2,birds,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,eagle,NA,rescues,Thanks stay safe and good luck with your work,NA,NA,big,NA,English,NA,10989,You visit your friend who works at an animal shelter and you see the following:,3,1588869247727,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big eagle.</b>
2252,What do you think your friend is saying is it big relative to?,NA,images/redwood_sign.png,images/tree-parade-basic.png,35,NA,NA,critical,NA,No problems,2,trees,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,redwood,NA,landmarks,Thanks stay safe and good luck with your work,NA,NA,big,NA,English,NA,18210,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,4,1588869247727,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big redwood is a landmark.</b>
2252,NA,great dane,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,No problems,2,dogs2,susan,NA,great dane,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,Thanks stay safe and good luck with your work,warmup/pug2.png,NA,NA,NA,English,NA,NA,NA,1,1588869247727,1,NA,This is a,1,pug,NA,NA,warmup2,NA,NA
2252,NA,doberman,NA,NA,35,warmup/doberman2.png,chihuahua,NA,This is a,No problems,2,dogs1,susan,NA,doberman,NA,Your turn! Please label the pictures below.,NA,NA,NA,NA,NA,NA,Thanks stay safe and good luck with your work,warmup/chihuahua2.png,NA,NA,NA,English,NA,NA,NA,2,1588869247727,1,NA,This is a,1,chihuahua,NA,NA,warmup2,NA,NA
2252,What do you think your friend is saying is it big relative to?,NA,images/great-dane_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,No problems,2,dogs2,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,NA,Great danes,Thanks stay safe and good luck with your work,NA,NA,big,NA,English,NA,10727,You and your friend see the following:,1,1588869247727,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That Great Dane is big.</b>
2252,What do you think your friend is saying is it small relative to?,NA,images/pug.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,No problems,2,dogs2,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,NA,pugs,Thanks stay safe and good luck with your work,NA,NA,small,NA,English,NA,20597,You and your friend are at a pet show and you see the following:,2,1588869247727,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That prize-winner is a small pug.</b>
2252,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,35,NA,NA,critical,NA,No problems,2,dogs1,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service animal,chihuahua,NA,chihuahuas,Thanks stay safe and good luck with your work,NA,NA,small,NA,English,NA,19919,You and your friend are at an animal training ground and you see the following:,3,1588869247727,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small chihuahua is a service animal.</b>
2252,What do you think your friend is saying is it big relative to?,NA,images/doberman_filler.png,images/dog-parade-basic_filler.png,35,NA,NA,filler,NA,No problems,2,dogs1,susan,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service animal,doberman,NA,dobermans,Thanks stay safe and good luck with your work,NA,NA,big,NA,English,NA,8460,You and your friend see the following:,4,1588869247727,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That doberman is big.</b>
2251,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,none,2,NA,elizabeth,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,44,other buildings,NA,NA,graduated_college,NA,comp_class_warmup,English,female,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1588869125402,1,The Empire State Building is tall relative to other,NA,1,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2251,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,none,2,NA,elizabeth,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,44,buildings,NA,NA,graduated_college,NA,comp_class_warmup,English,female,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1588869125402,2,The Empire State Building is tall relative to other,NA,1,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2251,NA,great dane,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,none,2,dogs2,elizabeth,NA,great dane,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,44,NA,NA,warmup/pug2.png,graduated_college,NA,NA,English,female,NA,NA,1,1588869125402,1,NA,This is a,1,pug,NA,NA,warmup1,NA,NA
2251,NA,bonsai,NA,NA,35,warmup/bonsai2.png,redwood or sequoia (choose one),NA,This is a,none,2,trees,elizabeth,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,44,NA,NA,warmup/redwood2.png,graduated_college,NA,NA,English,female,NA,NA,2,1588869125402,1,NA,This is a,1,red wood,NA,NA,warmup1,NA,NA
2251,NA,bonsai,NA,NA,35,warmup/bonsai2.png,redwood or sequoia (choose one),NA,This is a,none,2,trees,elizabeth,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,44,NA,NA,warmup/redwood2.png,graduated_college,NA,NA,English,female,NA,NA,2,1588869125402,2,NA,This is a,1,redwood,NA,NA,warmup1,NA,NA
2251,What do you think your friend is saying is it big relative to?,NA,images/redwood_filler.png,images/tree-parade-basic_filler.png,35,NA,NA,filler,NA,none,2,trees,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,redwood,44,trees,NA,NA,graduated_college,big,NA,English,female,11971,You and your friend see the following:,1,1588869125402,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big redwood.</b>
2251,What do you think your friend is saying is it small relative to?,NA,images/pug_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,none,2,dogs2,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,pug,44,dogs,NA,NA,graduated_college,small,NA,English,female,7300,You and your friend see the following:,2,1588869125402,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That pug is small.</b>
2251,What do you think your friend is saying is it small relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,35,NA,NA,critical,NA,none,2,trees,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,44,landmarks,NA,NA,graduated_college,small,NA,English,female,17687,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,3,1588869125402,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
