submission_id,question,response1,startDate,target_picture,context_picture,experiment_id,picture2,correct1,trial_type,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,ref_np,target,age,response,comments,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,attempts,paraphrase,question3,fairprice,question2,response2,correct,adj_cond,trial_name,adj,utterance
2722,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:46:37 GMT-0500 (EST),images/dandelion.png,images/flower-parade-basic.png,37,NA,NA,critical,NA,No,1,flowers,Margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,dandelion,59,Flowers,This takes longer then what you post.,NA,NA,some_college,small,NA,English,female,29119,NA,You and your friend are at a garden store and you see the following:,1,NA,It is small relative to other,NA,1.5,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That gift is a small dandelion.</b>
2722,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:46:37 GMT-0500 (EST),images/bonsai_stick.png,images/tree-parade-basic.png,37,NA,NA,critical,NA,No,1,trees,Margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,59,Trees,This takes longer then what you post.,NA,NA,some_college,small,NA,English,female,50902,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,2,NA,It is small relative to other,NA,1.5,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
2721,NA,Sunflower,Wed Dec 23 2020 17:47:07 GMT-0800 (Pacific Standard Time),NA,NA,37,warmup/dandelion2.png,sunflower,NA,This is a,no.,1,flowers,susan,NA,dandelion,yes,Please label the pictures below.,NA,NA,NA,NA,27,NA,NA,warmup/sunflower2.png,Flowers,graduated_college,NA,NA,"Tagalog, English",female,NA,flowers,NA,1,1,NA,This is a,1,These are both,Dandilion,NA,NA,warmup1,NA,NA
2721,NA,Sunflower,Wed Dec 23 2020 17:47:07 GMT-0800 (Pacific Standard Time),NA,NA,37,warmup/dandelion2.png,sunflower,NA,This is a,no.,1,flowers,susan,NA,dandelion,yes,Please label the pictures below.,NA,NA,NA,NA,27,NA,NA,warmup/sunflower2.png,Flowers,graduated_college,NA,NA,"Tagalog, English",female,NA,flowers,NA,1,2,NA,This is a,1,These are both,Dandelion,NA,NA,warmup1,NA,NA
2721,NA,Bonsai,Wed Dec 23 2020 17:47:07 GMT-0800 (Pacific Standard Time),NA,NA,37,warmup/redwood2.png,bonsai,NA,This is a,no.,1,trees,susan,NA,redwood or sequoia (choose one),yes,Please label the pictures below.,NA,NA,NA,NA,27,NA,NA,warmup/bonsai2.png,Trees,graduated_college,NA,NA,"Tagalog, English",female,NA,trees,NA,2,1,NA,This is a,1,These are both,Redwood,NA,NA,warmup1,NA,NA
2721,<i>What do you think Speaker A meant? </i>,NA,Wed Dec 23 2020 17:47:07 GMT-0800 (Pacific Standard Time),NA,NA,37,NA,NA,NA,NA,no.,1,NA,susan,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,27,buildings,NA,NA,NA,graduated_college,NA,comp_class_warmup,"Tagalog, English",female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,The Empire State Building is tall relative to other,NA,1,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2721,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 17:47:07 GMT-0800 (Pacific Standard Time),images/bonsai_stick.png,images/tree-parade-basic.png,37,NA,NA,critical,NA,no.,1,trees,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,27,trees,NA,NA,NA,graduated_college,small,NA,"Tagalog, English",female,22579,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,1,NA,It is small relative to other,NA,1,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
2721,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 17:47:07 GMT-0800 (Pacific Standard Time),images/sunflower.png,images/flower-parade-basic.png,37,NA,NA,critical,NA,no.,1,flowers,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,sunflower,27,flowers,NA,NA,NA,graduated_college,big,NA,"Tagalog, English",female,24619,NA,You and your friend are at a garden store and you see the following:,2,NA,It is big relative to other,NA,1,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That gift is a big sunflower.</b>
2721,NA,pug,Wed Dec 23 2020 17:47:07 GMT-0800 (Pacific Standard Time),NA,NA,37,warmup/great-dane2.png,pug,NA,This is a,no.,1,dogs2,susan,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,27,NA,NA,warmup/pug2.png,dogs,graduated_college,NA,NA,"Tagalog, English",female,NA,dogs,NA,1,1,NA,This is a,1,These are both,great dane,NA,NA,warmup2,NA,NA
2721,NA,clownfish,Wed Dec 23 2020 17:47:07 GMT-0800 (Pacific Standard Time),NA,NA,37,warmup/tuna2.png,clownfish,NA,This is a,no.,1,fish,susan,NA,tuna,yes,Please label the pictures below.,NA,NA,NA,NA,27,NA,NA,warmup/clownfish2.png,fish,graduated_college,NA,NA,"Tagalog, English",female,NA,fish,NA,2,1,NA,This is a,1,These are both,tuna,NA,NA,warmup2,NA,NA
2721,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 17:47:07 GMT-0800 (Pacific Standard Time),images/pug.png,images/dog-parade-basic2.png,37,NA,NA,critical,NA,no.,1,dogs2,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,27,dogs,NA,NA,NA,graduated_college,small,NA,"Tagalog, English",female,16887,NA,You and your friend are at a pet show and you see the following:,1,NA,It is small relative to other,NA,1,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That prize-winner is a small pug.</b>
2721,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 17:47:07 GMT-0800 (Pacific Standard Time),images/tuna_net.png,images/fish-parade-basic.png,37,NA,NA,critical,NA,no.,1,fish,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,tuna,27,fish,NA,NA,NA,graduated_college,big,NA,"Tagalog, English",female,10990,NA,You visit your friend who works as a marine biologist and you see the following:,2,NA,It is big relative to other,NA,1,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big tuna is a rescue.</b>
2720,NA,eagle,Wed Dec 23 2020 20:41:43 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/hummingbird2.png,eagle,NA,This is a,no,2,birds,Jessica,NA,hummingbird,yes,Please label the pictures below.,NA,NA,NA,NA,54,NA,NA,warmup/eagle2.png,birds,higher_degree,NA,NA,English,female,NA,birds,NA,1,1,NA,This is an,1.75,These are both,hummingbird,NA,NA,warmup1,NA,NA
2720,NA,bonsai,Wed Dec 23 2020 20:41:43 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/redwood2.png,bonsai,NA,This is a,no,2,trees,Jessica,NA,redwood or sequoia (choose one),yes,Please label the pictures below.,NA,NA,NA,NA,54,NA,NA,warmup/bonsai2.png,trees,higher_degree,NA,NA,English,female,NA,trees,NA,2,1,NA,This is a,1.75,These are both,pine,NA,NA,warmup1,NA,NA
2720,NA,bonsai,Wed Dec 23 2020 20:41:43 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/redwood2.png,bonsai,NA,This is a,no,2,trees,Jessica,NA,redwood or sequoia (choose one),yes,Please label the pictures below.,NA,NA,NA,NA,54,NA,NA,warmup/bonsai2.png,trees,higher_degree,NA,NA,English,female,NA,trees,NA,2,2,NA,This is a,1.75,These are both,redwood,NA,NA,warmup1,NA,NA
2720,<i>What do you think Speaker A meant? </i>,NA,Wed Dec 23 2020 20:41:43 GMT-0500 (Eastern Standard Time),NA,NA,37,NA,NA,NA,NA,no,2,NA,Jessica,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,54,buildings,NA,NA,NA,higher_degree,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,The Empire State Building is tall relative to other,NA,1.75,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2720,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:41:43 GMT-0500 (Eastern Standard Time),images/hummingbird.png,images/bird-parade-basic.png,37,NA,NA,critical,NA,no,2,birds,Jessica,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,hummingbird,54,birds,NA,NA,NA,higher_degree,small,NA,English,female,44832,NA,You visit your friend who works at an animal shelter and you see the following:,1,NA,It is small relative to other,NA,1.75,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small hummingbird is a rescue.</b>
2720,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:41:43 GMT-0500 (Eastern Standard Time),images/bonsai_stick.png,images/tree-parade-basic.png,37,NA,NA,critical,NA,no,2,trees,Jessica,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,54,trees,NA,NA,NA,higher_degree,small,NA,English,female,36479,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,2,NA,It is small relative to other,NA,1.75,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small bonsai.</b>
2720,NA,doberman,Wed Dec 23 2020 20:41:43 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/chihuahua2.png,doberman,NA,This is a,no,2,dogs1,Jessica,NA,chihuahua,yes,Please label the pictures below.,NA,NA,NA,NA,54,NA,NA,warmup/doberman2.png,dogs,higher_degree,NA,NA,English,female,NA,dogs,NA,1,1,NA,This is a,1.75,These are both,chihuahua,NA,NA,warmup2,NA,NA
2720,NA,Great Dane,Wed Dec 23 2020 20:41:43 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/pug2.png,great dane,NA,This is a,no,2,dogs2,Jessica,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,54,NA,NA,warmup/great-dane2.png,dogs,higher_degree,NA,NA,English,female,NA,dogs,NA,2,1,NA,This is a,1.75,These are both,pug,NA,NA,warmup2,NA,NA
2720,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 20:41:43 GMT-0500 (Eastern Standard Time),images/great-dane.png,images/dog-parade-basic2.png,37,NA,NA,critical,NA,no,2,dogs2,Jessica,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,54,dogs,NA,NA,NA,higher_degree,big,NA,English,female,20008,NA,You and your friend are at a pet show and you see the following:,1,NA,It is big relative to other,NA,1.75,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2720,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 20:41:43 GMT-0500 (Eastern Standard Time),images/doberman.png,images/dog-parade-basic.png,37,NA,NA,critical,NA,no,2,dogs1,Jessica,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,doberman,54,dogs,NA,NA,NA,higher_degree,big,NA,English,female,30639,NA,You and your friend are at an animal training ground and you see the following:,2,NA,It is big relative to other,NA,1.75,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That service-animal is a big doberman.</b>
2719,NA,great dane,Wed Dec 23 2020 19:37:21 GMT-0600 (Central Standard Time),NA,NA,37,warmup/pug2.png,great dane,NA,This is a,nope,1,dogs2,Jessica,NA,pug,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,Had dun with it. It was a little confusing at times though,warmup/great-dane2.png,dogs,graduated_high_school,NA,NA,english,NA,NA,dogs,NA,1,1,NA,This is a,1,These are both,pug,NA,NA,warmup1,NA,NA
2719,NA,chihuahua,Wed Dec 23 2020 19:37:21 GMT-0600 (Central Standard Time),NA,NA,37,warmup/doberman2.png,chihuahua,NA,This is a,nope,1,dogs1,Jessica,NA,doberman,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,Had dun with it. It was a little confusing at times though,warmup/chihuahua2.png,dogs,graduated_high_school,NA,NA,english,NA,NA,dogs,NA,2,1,NA,This is a,1,These are both,Doberman,NA,NA,warmup1,NA,NA
2719,<i>What do you think Speaker A meant? </i>,NA,Wed Dec 23 2020 19:37:21 GMT-0600 (Central Standard Time),NA,NA,37,NA,NA,NA,NA,nope,1,NA,Jessica,1,NA,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,NA,buildings,Had dun with it. It was a little confusing at times though,NA,NA,graduated_high_school,NA,comp_class_warmup,english,NA,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,The Empire State Building is tall relative to other,NA,1,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2719,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 19:37:21 GMT-0600 (Central Standard Time),images/doberman.png,images/dog-parade-basic.png,37,NA,NA,critical,NA,nope,1,dogs1,Jessica,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,doberman,NA,Dobermans,Had dun with it. It was a little confusing at times though,NA,NA,graduated_high_school,big,NA,english,NA,31427,NA,You and your friend are at an animal training ground and you see the following:,1,NA,It is big relative to other,NA,1,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That service-animal is a big doberman.</b>
2719,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 19:37:21 GMT-0600 (Central Standard Time),images/pug.png,images/dog-parade-basic2.png,37,NA,NA,critical,NA,nope,1,dogs2,Jessica,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,pug,NA,pugs,Had dun with it. It was a little confusing at times though,NA,NA,graduated_high_school,small,NA,english,NA,13813,NA,You and your friend are at a pet show and you see the following:,2,NA,It is small relative to other,NA,1,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small pug is a prize-winner.</b>
2719,NA,clown fish,Wed Dec 23 2020 19:37:21 GMT-0600 (Central Standard Time),NA,NA,37,warmup/tuna2.png,clownfish,NA,This is a,nope,1,fish,Jessica,NA,tuna,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,Had dun with it. It was a little confusing at times though,warmup/clownfish2.png,fish,graduated_high_school,NA,NA,english,NA,NA,fish,NA,1,1,NA,This is a,1,These are both,tuna,NA,NA,warmup2,NA,NA
2719,NA,clownfish,Wed Dec 23 2020 19:37:21 GMT-0600 (Central Standard Time),NA,NA,37,warmup/tuna2.png,clownfish,NA,This is a,nope,1,fish,Jessica,NA,tuna,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,Had dun with it. It was a little confusing at times though,warmup/clownfish2.png,fish,graduated_high_school,NA,NA,english,NA,NA,fish,NA,1,2,NA,This is a,1,These are both,tuna,NA,NA,warmup2,NA,NA
2719,NA,bonsai,Wed Dec 23 2020 19:37:21 GMT-0600 (Central Standard Time),NA,NA,37,warmup/redwood2.png,bonsai,NA,This is a,nope,1,trees,Jessica,NA,redwood or sequoia (choose one),NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,Had dun with it. It was a little confusing at times though,warmup/bonsai2.png,trees,graduated_high_school,NA,NA,english,NA,NA,trees,NA,2,1,NA,This is a,1,These are both,redwood,NA,NA,warmup2,NA,NA
2719,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 19:37:21 GMT-0600 (Central Standard Time),images/tuna_net.png,images/fish-parade-basic.png,37,NA,NA,critical,NA,nope,1,fish,Jessica,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,tuna,NA,tuna,Had dun with it. It was a little confusing at times though,NA,NA,graduated_high_school,big,NA,english,NA,21654,NA,You visit your friend who works as a marine biologist and you see the following:,1,NA,It is big relative to other,NA,1,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big tuna is a rescue.</b>
2719,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 19:37:21 GMT-0600 (Central Standard Time),images/bonsai_stick.png,images/tree-parade-basic.png,37,NA,NA,critical,NA,nope,1,trees,Jessica,NA,NA,NA,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,NA,trees,Had dun with it. It was a little confusing at times though,NA,NA,graduated_high_school,small,NA,english,NA,26179,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,2,NA,It is small relative to other,NA,1,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That landmark is a small bonsai.</b>
2718,NA,Tuna,Wed Dec 23 2020 19:37:33 GMT-0600 (CST),NA,NA,37,warmup/clownfish2.png,tuna,NA,This is a,No,1,fish,susan,NA,clownfish,yes,Please label the pictures below.,NA,NA,NA,NA,40,NA,None,warmup/tuna2.png,Fish,graduated_high_school,NA,NA,English,female,NA,fish,NA,1,1,NA,This is a,NA,These are both,Clownfish,NA,NA,warmup1,NA,NA
2718,NA,Dandelion,Wed Dec 23 2020 19:37:33 GMT-0600 (CST),NA,NA,37,warmup/sunflower2.png,dandelion,NA,This is a,No,1,flowers,susan,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,NA,40,NA,None,warmup/dandelion2.png,Flowers,graduated_high_school,NA,NA,English,female,NA,flowers,NA,2,1,NA,This is a,NA,These are both,Sunflower,NA,NA,warmup1,NA,NA
2718,<i>What do you think Speaker A meant? </i>,NA,Wed Dec 23 2020 19:37:33 GMT-0600 (CST),NA,NA,37,NA,NA,NA,NA,No,1,NA,susan,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,40,Buildings,None,NA,NA,graduated_high_school,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,The Empire State Building is tall relative to other,NA,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2718,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 19:37:33 GMT-0600 (CST),images/sunflower.png,images/flower-parade-basic.png,37,NA,NA,critical,NA,No,1,flowers,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,sunflower,40,Sunflowers,None,NA,NA,graduated_high_school,big,NA,English,female,28941,NA,You and your friend are at a garden store and you see the following:,1,NA,It is big relative to other,NA,NA,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That gift is a big sunflower.</b>
2718,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 19:37:33 GMT-0600 (CST),images/clownfish_net.png,images/fish-parade-basic.png,37,NA,NA,critical,NA,No,1,fish,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,clownfish,40,Fish in the tank,None,NA,NA,graduated_high_school,small,NA,English,female,29716,NA,You visit your friend who works as a marine biologist and you see the following:,2,NA,It is small relative to other,NA,NA,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small clownfish is a rescue.</b>
2718,NA,Great Dane,Wed Dec 23 2020 19:37:33 GMT-0600 (CST),NA,NA,37,warmup/pug2.png,great dane,NA,This is a,No,1,dogs2,susan,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,40,NA,None,warmup/great-dane2.png,Dogs,graduated_high_school,NA,NA,English,female,NA,dogs,NA,1,1,NA,This is a,NA,These are both,Pug,NA,NA,warmup2,NA,NA
2718,NA,Chihuahua,Wed Dec 23 2020 19:37:33 GMT-0600 (CST),NA,NA,37,warmup/doberman2.png,chihuahua,NA,This is a,No,1,dogs1,susan,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,NA,40,NA,None,warmup/chihuahua2.png,Dogs,graduated_high_school,NA,NA,English,female,NA,dogs,NA,2,1,NA,This is a,NA,These are both,Doberman,NA,NA,warmup2,NA,NA
2718,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 19:37:33 GMT-0600 (CST),images/great-dane.png,images/dog-parade-basic2.png,37,NA,NA,critical,NA,No,1,dogs2,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,40,Dogs,None,NA,NA,graduated_high_school,big,NA,English,female,25506,NA,You and your friend are at a pet show and you see the following:,1,NA,It is big relative to other,NA,NA,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2718,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 19:37:33 GMT-0600 (CST),images/chihuahua.png,images/dog-parade-basic.png,37,NA,NA,critical,NA,No,1,dogs1,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,chihuahua,40,The other dogs,None,NA,NA,graduated_high_school,small,NA,English,female,29653,NA,You and your friend are at an animal training ground and you see the following:,2,NA,It is small relative to other,NA,NA,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That service-animal is a small chihuahua.</b>
2717,NA,Great Dane,Wed Dec 23 2020 20:40:39 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/pug2.png,great dane,NA,This is a,NA,1,dogs2,mary,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,28,NA,NA,warmup/great-dane2.png,Dogs,higher_degree,NA,NA,English,female,NA,dogs,NA,1,1,NA,This is a,0.75,These are both,Pug,NA,NA,warmup1,NA,NA
2717,NA,Sunflower,Wed Dec 23 2020 20:40:39 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/dandelion2.png,sunflower,NA,This is a,NA,1,flowers,mary,NA,dandelion,yes,Please label the pictures below.,NA,NA,NA,NA,28,NA,NA,warmup/sunflower2.png,Flowers,higher_degree,NA,NA,English,female,NA,flowers,NA,2,1,NA,This is a,0.75,These are both,Dandelion,NA,NA,warmup1,NA,NA
