submission_id,question,startDate,target_picture,context_picture,experiment_id,trial_type,problems,enjoyment,item,botresponse,trials,option2,option1,understand,text,sentence,syntax,ref_np,target,age,response,comments,education,target_size,name,languages,sex,RT,context,trial_number,startTime,attempts,item_noun,paraphrase,fairprice,correct,adj_cond,trial_name,adj,utterance
2766,<i>What do you think Speaker A meant? </i>,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),NA,NA,39,NA,No,2,NA,Linda,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,32,buildings,"None, thanks for asking",graduated_college,NA,comp_class_warmup,English,female,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617905354097,1,NA,The Empire State Building is tall relative to other,1.5,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2766,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/hummingbird.png,images/bird-parade-basic.png,39,critical,No,2,birds,Linda,NA,birds,hummingbirds,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,hummingbird,32,birds,"None, thanks for asking",graduated_college,small,NA,English,female,9833,You visit your friend who works at an animal shelter and you see the following:,1,1617905354097,NA,birds_rescue,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small hummingbird is a rescue.</b>
2766,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/great-dane.png,images/dog-parade-basic2.png,39,critical,No,2,dogs2,Linda,NA,dogs,Great Danes,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,32,Great,"None, thanks for asking",graduated_college,big,NA,English,female,5271,You and your friend are at a pet show and you see the following:,2,1617905354097,NA,dogs2_prize,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2766,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/eagle.png,images/bird-parade-basic.png,39,critical,No,2,birds,Linda,NA,birds,eagles,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,eagle,32,birds,"None, thanks for asking",graduated_college,big,NA,English,female,4460,You visit your friend who works at an animal shelter and you see the following:,3,1617905354097,NA,birds_rescue,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big eagle.</b>
2766,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/sunflower-landmark.png,images/flower-parade-basic-landmark.png,39,critical,No,2,flowers,Linda,NA,sunflowers,flowers,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,sunflower,32,sunflowers,"None, thanks for asking",graduated_college,big,NA,English,female,13510,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,4,1617905354097,NA,flowers_landmark,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big sunflower.</b>
2766,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/clownfish_net.png,images/fish-parade-basic.png,39,critical,No,2,fish,Linda,NA,clownfish,fish,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,clownfish,32,clownfish,"None, thanks for asking",graduated_college,small,NA,English,female,15318,You visit your friend who works as a marine biologist and you see the following:,5,1617905354097,NA,fish_rescue,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small clownfish is a rescue.</b>
2766,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/redwood_sign.png,images/tree-parade-basic.png,39,critical,No,2,trees,Linda,NA,trees,redwoods,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,redwood,32,redwoods,"None, thanks for asking",graduated_college,big,NA,English,female,6974,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,6,1617905354097,NA,trees_landmark,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big redwood is a landmark.</b>
2766,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/dandelion-landmark.png,images/flower-parade-basic-landmark.png,39,critical,No,2,flowers,Linda,NA,dandelions,flowers,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,dandelion,32,dandelions,"None, thanks for asking",graduated_college,small,NA,English,female,4685,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,7,1617905354097,NA,flowers_landmark,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small dandelion is a landmark.</b>
2766,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/doberman.png,images/dog-parade-basic.png,39,critical,No,2,dogs1,Linda,NA,dobermen,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,doberman,32,dobermen,"None, thanks for asking",graduated_college,big,NA,English,female,6524,You and your friend are at an animal training ground and you see the following:,8,1617905354097,NA,dogs1_service,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big doberman is a service-animal.</b>
2766,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/bonsai_stick.png,images/tree-parade-basic.png,39,critical,No,2,trees,Linda,NA,trees,bonsais,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,32,bonsais,"None, thanks for asking",graduated_college,small,NA,English,female,12114,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,9,1617905354097,NA,trees_landmark,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small bonsai.</b>
2766,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/tuna_net.png,images/fish-parade-basic.png,39,critical,No,2,fish,Linda,NA,tunas,fish,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,tuna,32,fish,"None, thanks for asking",graduated_college,big,NA,English,female,7352,You visit your friend who works as a marine biologist and you see the following:,10,1617905354097,NA,fish_rescue,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big tuna.</b>
2766,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/pug.png,images/dog-parade-basic2.png,39,critical,No,2,dogs2,Linda,NA,pugs,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,32,pugs,"None, thanks for asking",graduated_college,small,NA,English,female,7330,You and your friend are at a pet show and you see the following:,11,1617905354097,NA,dogs2_prize,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That prize-winner is a small pug.</b>
2766,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:09:14 GMT-0400 (Eastern Daylight Time),images/chihuahua.png,images/dog-parade-basic.png,39,critical,No,2,dogs1,Linda,NA,dogs,chihuahuas,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,chihuahua,32,dogs,"None, thanks for asking",graduated_college,small,NA,English,female,4529,You and your friend are at an animal training ground and you see the following:,12,1617905354097,NA,dogs1_service,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That service-animal is a small chihuahua.</b>
2765,<i>What do you think Speaker A meant? </i>,Thu Apr 08 2021 13:04:02 GMT-0500 (Central Daylight Time),NA,NA,39,NA,no,1,NA,Elizabeth,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,40,buildings,NA,some_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617905042082,1,NA,The Empire State Building is tall relative to other,1000,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2765,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 13:04:02 GMT-0500 (Central Daylight Time),images/dandelion.png,images/flower-parade-basic.png,39,critical,no,1,flowers,Elizabeth,NA,dandelions,flowers,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,present,dandelion,40,flowers,NA,some_college,small,NA,English,male,47469,You and your friend are at a garden store and you see the following:,1,1617905042082,NA,flowers_present,It is small relative to other,1000,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small dandelion is a present.</b>
