submission_id,question,startDate,target_picture,context_picture,experiment_id,trial_type,problems,enjoyment,item,botresponse,trials,option2,option1,understand,text,sentence,syntax,ref_np,target,age,response,comments,education,target_size,name,languages,sex,RT,context,trial_number,startTime,attempts,item_noun,paraphrase,fairprice,correct,adj_cond,trial_name,adj,utterance
2817,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/sunflower_filler.png,images/flower-parade-basic_filler.png,40,filler,No,1,flowers,jessica,NA,flowers,sunflowers,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,present,sunflower,25,sunflowers,NA,some_college,big,NA,English,female,10725,You and your friend see the following:,15,1617995060699,NA,flowers_present,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That sunflower is big.</b>
2817,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/great-dane.png,images/dog-parade-basic2.png,40,critical,No,1,dogs2,jessica,NA,Great Danes,dogs,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,25,Great,NA,some_college,big,NA,English,female,10968,You and your friend are at a pet show and you see the following:,16,1617995060699,NA,dogs2_prize,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2816,<i>What do you think Speaker A meant? </i>,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),NA,NA,40,NA,NA,1,NA,linda,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,18,buildings,NA,some_college,NA,comp_class_warmup,English,female,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617995173255,1,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2816,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/great-dane_filler.png,images/dog-parade-basic2_filler.png,40,filler,NA,1,dogs2,linda,NA,Great Danes,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,present,Great Dane,18,Great,NA,some_college,big,NA,English,female,11370,You and your friend see the following:,1,1617995173255,NA,dogs2_present,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big Great Dane.</b>
2816,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/sunflower_filler.png,images/flower-parade-basic_filler.png,40,filler,NA,1,flowers,linda,NA,sunflowers,flowers,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,sunflower,18,flowers,NA,some_college,big,NA,English,female,39251,You and your friend see the following:,2,1617995173255,NA,flowers_landmark,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That sunflower is big.</b>
2816,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/hummingbird.png,images/bird-parade-basic.png,40,critical,NA,1,birds,linda,NA,birds,hummingbirds,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,hummingbird,18,hummingbirds,NA,some_college,small,NA,English,female,16160,You visit your friend who works at an animal shelter and you see the following:,3,1617995173255,NA,birds_rescue,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small hummingbird.</b>
2816,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/great-dane.png,images/dog-parade-basic2.png,40,critical,NA,1,dogs2,linda,NA,Great Danes,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,18,dogs,NA,some_college,big,NA,English,female,181156,You and your friend are at a pet show and you see the following:,4,1617995173255,NA,dogs2_prize,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2816,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/pug_filler.png,images/dog-parade-basic2_filler.png,40,filler,NA,1,dogs2,linda,NA,dogs,pugs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,18,pugs,NA,some_college,small,NA,English,female,5914,You and your friend see the following:,5,1617995173255,NA,dogs2_prize,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small pug.</b>
2816,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/clownfish_net.png,images/fish-parade-basic.png,40,critical,NA,1,fish,linda,NA,clownfish,fish,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,clownfish,18,clownfish,NA,some_college,small,NA,English,female,12280,You visit your friend who works as a marine biologist and you see the following:,6,1617995173255,NA,fish_rescue,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small clownfish is a rescue.</b>
2816,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/dandelion_filler.png,images/flower-parade-basic_filler.png,40,filler,NA,1,flowers,linda,NA,flowers,dandelions,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,present,dandelion,18,flowers,NA,some_college,small,NA,English,female,49893,You and your friend see the following:,7,1617995173255,NA,flowers_present,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That dandelion is small.</b>
2816,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/dandelion-landmark.png,images/flower-parade-basic-landmark.png,40,critical,NA,1,flowers,linda,NA,dandelions,flowers,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,dandelion,18,flowers,NA,some_college,small,NA,English,female,141906,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,8,1617995173255,NA,flowers_landmark,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small dandelion.</b>
2816,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/stripmall-landmark-filler.png,images/buildings-parade-basic_filler.png,40,filler,NA,1,buildings,linda,NA,buildings,stripmalls,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,stripmall,18,buildings,NA,some_college,small,NA,English,female,10096,You and your friend see the following:,9,1617995173255,NA,buildings_landmark,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That stripmall is small.</b>
2816,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/sunflower.png,images/flower-parade-basic.png,40,critical,NA,1,flowers,linda,NA,flowers,sunflowers,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,present,sunflower,18,sunflowers,NA,some_college,big,NA,English,female,18664,You and your friend are at a garden store and you see the following:,10,1617995173255,NA,flowers_present,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That present is a big sunflower.</b>
2816,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/eagle_filler.png,images/bird-parade-basic_filler.png,40,filler,NA,1,birds,linda,NA,birds,eagles,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,eagle,18,birds,NA,some_college,big,NA,English,female,7487,You and your friend see the following:,11,1617995173255,NA,birds_rescue,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That eagle is big.</b>
2816,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/tuna_filler.png,images/fish-parade-basic_filler.png,40,filler,NA,1,fish,linda,NA,tunas,fish,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,tuna,18,tunas,NA,some_college,big,NA,English,female,8579,You and your friend see the following:,12,1617995173255,NA,fish_rescue,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big tuna.</b>
2816,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/doberman.png,images/dog-parade-basic.png,40,critical,NA,1,dogs1,linda,NA,dogs,dobermen,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,doberman,18,dogs,NA,some_college,big,NA,English,female,94967,You and your friend are at an animal training ground and you see the following:,13,1617995173255,NA,dogs1_service,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big doberman is a service-animal.</b>
2816,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/chihuahua_filler.png,images/dog-parade-basic_filler.png,40,filler,NA,1,dogs1,linda,NA,dogs,chihuahuas,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,chihuahua,18,dogs,NA,some_college,small,NA,English,female,113559,You and your friend see the following:,14,1617995173255,NA,dogs1_service,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small chihuahua.</b>
2816,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/pug-gift.png,images/dog-parade-basic2-gift.png,40,critical,NA,1,dogs2,linda,NA,pugs,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,present,pug,18,pugs,NA,some_college,small,NA,English,female,6200,You and your friend are at a pet store and you see the following:,15,1617995173255,NA,dogs2_present,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small pug is a present.</b>
2816,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:06:13 GMT-0700 (PDT),images/skyscraper-landmark.png,images/buildings-parade-basic.png,40,critical,NA,1,buildings,linda,NA,buildings,skyscrapers,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,skyscraper,18,skyscrapers,NA,some_college,big,NA,English,female,8520,You visit your friend who lives in another city. You take a walk and you see the following:,16,1617995173255,NA,buildings_landmark,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big skyscraper.</b>
2815,<i>What do you think Speaker A meant? </i>,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),NA,NA,40,NA,NA,1,NA,susan,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,50,buildings,NA,graduated_college,NA,comp_class_warmup,english,female,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617995394720,1,NA,The Empire State Building is tall relative to other,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2815,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/sunflower_filler.png,images/flower-parade-basic_filler.png,40,filler,NA,1,flowers,susan,NA,sunflowers,flowers,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,present,sunflower,50,flowers,NA,graduated_college,big,NA,english,female,21347,You and your friend see the following:,1,1617995394720,NA,flowers_present,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That sunflower is big.</b>
2815,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/redwood_sign.png,images/tree-parade-basic.png,40,critical,NA,1,trees,susan,NA,redwoods,trees,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,redwood,50,trees,NA,graduated_college,big,NA,english,female,16781,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,2,1617995394720,NA,trees_landmark,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big redwood.</b>
2815,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/tuna_net.png,images/fish-parade-basic.png,40,critical,NA,1,fish,susan,NA,fish,tunas,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,tuna,50,fish,NA,graduated_college,big,NA,english,female,21406,You visit your friend who works as a marine biologist and you see the following:,3,1617995394720,NA,fish_rescue,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big tuna is a rescue.</b>
2815,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/dandelion.png,images/flower-parade-basic.png,40,critical,NA,1,flowers,susan,NA,flowers,dandelions,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,present,dandelion,50,dandelions,NA,graduated_college,small,NA,english,female,16899,You and your friend are at a garden store and you see the following:,4,1617995394720,NA,flowers_present,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That present is a small dandelion.</b>
2815,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/great-dane_filler.png,images/dog-parade-basic2_filler.png,40,filler,NA,1,dogs2,susan,NA,dogs,Great Danes,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,Great Dane,50,dogs,NA,graduated_college,big,NA,english,female,10853,You and your friend see the following:,5,1617995394720,NA,dogs2_prize,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big Great Dane.</b>
2815,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/chihuahua_filler.png,images/dog-parade-basic_filler.png,40,filler,NA,1,dogs1,susan,NA,chihuahuas,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,chihuahua,50,dogs,NA,graduated_college,small,NA,english,female,12440,You and your friend see the following:,6,1617995394720,NA,dogs1_rescue,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That chihuahua is small.</b>
2815,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/stripmall-landmark.png,images/buildings-parade-basic.png,40,critical,NA,1,buildings,susan,NA,stripmalls,buildings,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,stripmall,50,stripmalls,NA,graduated_college,small,NA,english,female,15360,You visit your friend who lives in another city. You take a walk and you see the following:,7,1617995394720,NA,buildings_landmark,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small stripmall is a landmark.</b>
2815,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/sunflower_filler.png,images/flower-parade-basic_filler.png,40,filler,NA,1,flowers,susan,NA,sunflowers,flowers,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,sunflower,50,flowers,NA,graduated_college,big,NA,english,female,14092,You and your friend see the following:,8,1617995394720,NA,flowers_landmark,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That sunflower is big.</b>
2815,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/skyscraper-landmark-filler.png,images/buildings-parade-basic_filler.png,40,filler,NA,1,buildings,susan,NA,skyscrapers,buildings,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,skyscraper,50,skyscrapers,NA,graduated_college,big,NA,english,female,7589,You and your friend see the following:,9,1617995394720,NA,buildings_landmark,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big skyscraper.</b>
2815,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/pug.png,images/dog-parade-basic2.png,40,critical,NA,1,dogs2,susan,NA,pugs,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,pug,50,pugs,NA,graduated_college,small,NA,english,female,27144,You and your friend are at a pet show and you see the following:,10,1617995394720,NA,dogs2_prize,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small pug is a prize-winner.</b>
2815,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/clownfish_filler.png,images/fish-parade-basic_filler.png,40,filler,NA,1,fish,susan,NA,clownfish,fish,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,clownfish,50,fish,NA,graduated_college,small,NA,english,female,8098,You and your friend see the following:,11,1617995394720,NA,fish_rescue,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small clownfish.</b>
2815,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/dandelion-landmark.png,images/flower-parade-basic-landmark.png,40,critical,NA,1,flowers,susan,NA,flowers,dandelions,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,dandelion,50,dandelions,NA,graduated_college,small,NA,english,female,14135,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,12,1617995394720,NA,flowers_landmark,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small dandelion.</b>
2815,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/bonsai_filler.png,images/tree-parade-basic_filler.png,40,filler,NA,1,trees,susan,NA,bonsais,trees,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,50,trees,NA,graduated_college,small,NA,english,female,10322,You and your friend see the following:,13,1617995394720,NA,trees_landmark,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That bonsai is small.</b>
2815,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/doberman-rescue.png,images/dog-parade-basic-rescue.png,40,critical,NA,1,dogs1,susan,NA,dogs,dobermen,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,doberman,50,dogs,NA,graduated_college,big,NA,english,female,9644,You visit your friend who works at an animal shelter and you see the following:,14,1617995394720,NA,dogs1_rescue,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big doberman.</b>
2815,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/pug_filler.png,images/dog-parade-basic2_filler.png,40,filler,NA,1,dogs2,susan,NA,dogs,pugs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,present,pug,50,dogs,NA,graduated_college,small,NA,english,female,7360,You and your friend see the following:,15,1617995394720,NA,dogs2_present,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small pug.</b>
2815,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 13:09:54 GMT-0600 (Mountain Daylight Time),images/great-dane-gift.png,images/dog-parade-basic2-gift.png,40,critical,NA,1,dogs2,susan,NA,Great Danes,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,present,Great Dane,50,dogs,NA,graduated_college,big,NA,english,female,9304,You and your friend are at a pet store and you see the following:,16,1617995394720,NA,dogs2_present,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big Great Dane is a present.</b>
