submission_id,question,response1,sentence_left,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,pic_spec,understand,text,condition,sentence,age,response,comments,ref_spec,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,correct,adj_cond,trial_name
487,NA,tree,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none.,2,trees,jennifer,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,NA,english,female,NA,trees,NA,1,1567791733365,3,This is a,2,These are both,tree,NA,NA,warmup1
487,NA,tree,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none.,2,trees,jennifer,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,NA,english,female,NA,trees,NA,1,1567791733365,4,This is a,2,These are both,tree,NA,NA,warmup1
487,NA,redwood,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none.,2,trees,jennifer,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,NA,english,female,NA,trees,NA,1,1567791733365,5,This is a,2,These are both,bonsai,NA,NA,warmup1
487,NA,sun flower,NA,NA,13,warmup/sunflower.png,dandelion,This is a,none.,2,flowers,jennifer,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,english,female,NA,flowers,NA,2,1567791733365,1,This is a,2,These are both,sun flower,NA,NA,warmup1
487,NA,dandelion,NA,NA,13,warmup/sunflower.png,dandelion,This is a,none.,2,flowers,jennifer,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,english,female,NA,flowers,NA,2,1567791733365,2,This is a,2,These are both,sunflower,NA,NA,warmup1
487,NA,dog,NA,NA,13,warmup/doberman.png,chihuahua,This is a,none.,2,dogs,jennifer,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,english,female,NA,dogs,NA,3,1567791733365,1,This is a,2,These are both,dog,NA,NA,warmup1
487,NA,chihuahua,NA,NA,13,warmup/doberman.png,chihuahua,This is a,none.,2,dogs,jennifer,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,english,female,NA,dogs,NA,3,1567791733365,2,This is a,2,These are both,doberman,NA,NA,warmup1
487,What do you think your friend meant?,NA,It is small relative to other,images/flower-parade-dandelion.png,13,NA,NA,NA,none.,2,flowers,jennifer,NA,NA,1,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,48,flowers,NA,1,NA,NA,some_college,small,NA,english,female,NA,NA,You and your friend see the following:,1,1567791733365,NA,NA,2,NA,NA,NA,congr,custom_main_text1
487,What do you think your friend meant?,NA,It is big relative to other,images/dog-parade-doberman.png,13,NA,NA,NA,none.,2,dogs1,jennifer,NA,NA,1,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,48,doberman's,NA,1,NA,NA,some_college,big,NA,english,female,NA,NA,You and your friend see the following:,2,1567791733365,NA,NA,2,NA,NA,NA,congr,custom_main_text1
487,What do you think your friend meant?,NA,It is big relative to other,images/tree-parade-basic.png,13,NA,NA,NA,none.,2,trees,jennifer,NA,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,48,tree's,NA,1,NA,NA,some_college,big,NA,english,female,NA,NA,You and your friend see the following:,3,1567791733365,NA,NA,2,NA,NA,NA,basic,custom_main_text1
487,NA,bull dog,NA,NA,13,warmup/great-dane.jpg,pug,This is a,none.,2,dogs,jennifer,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,NA,english,female,NA,dogs,NA,1,1567791733365,1,This is a,2,These are both,dog,NA,NA,warmup2
487,NA,pug,NA,NA,13,warmup/great-dane.jpg,pug,This is a,none.,2,dogs,jennifer,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,NA,english,female,NA,dogs,NA,1,1567791733365,2,This is a,2,These are both,great dane,NA,NA,warmup2
487,NA,humming bird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,none.,2,birds,jennifer,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,NA,english,female,NA,birds,NA,2,1567791733365,1,This is an,2,These are both,eagle,NA,NA,warmup2
487,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,none.,2,birds,jennifer,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,NA,english,female,NA,birds,NA,2,1567791733365,2,This is an,2,These are both,eagle,NA,NA,warmup2
487,NA,shark,NA,NA,13,warmup/goldfish.png,swordfish,This is a,none.,2,fish,jennifer,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,english,female,NA,fish,NA,3,1567791733365,1,This is a,2,These are both,goldfish,NA,NA,warmup2
487,NA,swordfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,none.,2,fish,jennifer,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,48,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,english,female,NA,fish,NA,3,1567791733365,2,This is a,2,These are both,goldfish,NA,NA,warmup2
487,What do you think your friend meant?,NA,It is small relative to other,images/dog-parade-basic2.png,13,NA,NA,NA,none.,2,dogs2,jennifer,NA,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small pug.</b>",prenominal,NA,48,dogs,NA,0,NA,NA,some_college,small,NA,english,female,NA,NA,You and your friend see the following:,1,1567791733365,NA,NA,2,NA,NA,NA,basic,custom_main_text2
487,Please rephrase your friend's comment.,NA,It is small relative to other,images/fish-parade-swordfish.png,13,NA,NA,NA,none.,2,fish,jennifer,NA,NA,2,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small swordfish.</b>",prenominal,NA,48,fish,NA,0,NA,NA,some_college,small,NA,english,female,NA,NA,You and your friend see the following:,2,1567791733365,NA,NA,2,NA,NA,NA,incongr,custom_main_text2
487,What do you think your friend meant?,NA,It is small relative to other,images/bird-parade-basic.png,13,NA,NA,NA,none.,2,birds,jennifer,NA,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small hummingbird.</b>",prenominal,NA,48,bird,NA,0,NA,NA,some_college,small,NA,english,female,NA,NA,You and your friend see the following:,3,1567791733365,NA,NA,2,NA,NA,NA,basic,custom_main_text2
486,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,no,2,NA,Patricia,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",34,Buildings,NA,NA,NA,NA,graduated_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1567791774285,1,NA,1,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
486,NA,sequoia,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,Patricia,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,34,NA,NA,NA,warmup/sequoia.png,trees,graduated_college,NA,NA,English,male,NA,trees,NA,1,1567791774285,1,This is a,1,These are both,Bonsai,NA,NA,warmup1
486,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,no,2,birds,Patricia,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,34,NA,NA,NA,warmup/colibri.jpg,birds,graduated_college,NA,NA,English,male,NA,birds,NA,2,1567791774285,1,This is an,1,These are both,eagle,NA,NA,warmup1
486,NA,black marlin,NA,NA,13,warmup/goldfish.png,swordfish,This is a,no,2,fish,Patricia,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,34,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_college,NA,NA,English,male,NA,fish,NA,3,1567791774285,1,This is a,1,These are both,goldfish,NA,NA,warmup1
486,NA,swordfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,no,2,fish,Patricia,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,34,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_college,NA,NA,English,male,NA,fish,NA,3,1567791774285,2,This is a,1,These are both,goldfish,NA,NA,warmup1
486,What do you think your friend meant?,NA,It is small relative to other,images/bird-parade-hummingbird.png,13,NA,NA,NA,no,2,birds,Patricia,NA,NA,1,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,34,birds,NA,1,NA,NA,graduated_college,small,NA,English,male,NA,NA,You and your friend see the following:,1,1567791774285,NA,NA,1,NA,NA,NA,congr,custom_main_text1
486,What do you think your friend meant?,NA,It is small relative to other,images/tree-parade-basic.png,13,NA,NA,NA,no,2,trees,Patricia,NA,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small bonsai.</b>",prenominal,NA,34,trees,NA,0,NA,NA,graduated_college,small,NA,English,male,NA,NA,You and your friend see the following:,2,1567791774285,NA,NA,1,NA,NA,NA,basic,custom_main_text1
486,Please rephrase your friend's comment.,NA,It is big relative to other,images/fish-parade-basic.png,13,NA,NA,NA,no,2,fish,Patricia,NA,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,34,fishes,NA,1,NA,NA,graduated_college,big,NA,English,male,NA,NA,You and your friend see the following:,3,1567791774285,NA,NA,1,NA,NA,NA,basic,custom_main_text1
486,NA,pug,NA,NA,13,warmup/great-dane.jpg,pug,This is a,no,2,dogs,Patricia,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,34,NA,NA,NA,warmup/pug.jpg,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,1,1567791774285,1,This is a,1,These are both,doberman,NA,NA,warmup2
486,NA,pug,NA,NA,13,warmup/great-dane.jpg,pug,This is a,no,2,dogs,Patricia,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,34,NA,NA,NA,warmup/pug.jpg,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,1,1567791774285,2,This is a,1,These are both,great dane,NA,NA,warmup2
486,NA,dandelion,NA,NA,13,warmup/sunflower.png,dandelion,This is a,no,2,flowers,Patricia,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,34,NA,NA,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,NA,English,male,NA,flowers,NA,2,1567791774285,1,This is a,1,These are both,sunflower,NA,NA,warmup2
486,NA,Chihuahua,NA,NA,13,warmup/doberman.png,chihuahua,This is a,no,2,dogs,Patricia,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,34,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,3,1567791774285,1,This is a,1,These are both,doberman,NA,NA,warmup2
486,What do you think your friend meant?,NA,It is small relative to other,images/dog-parade-great-dane.png,13,NA,NA,NA,no,2,dogs2,Patricia,NA,NA,2,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,34,dogs,NA,1,NA,NA,graduated_college,small,NA,English,male,NA,NA,You and your friend see the following:,1,1567791774285,NA,NA,1,NA,NA,NA,incongr,custom_main_text2
486,What do you think your friend meant?,NA,It is small relative to other,images/dog-parade-doberman.png,13,NA,NA,NA,no,2,dogs1,Patricia,NA,NA,2,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small doberman.</b>",prenominal,NA,34,dobermans,NA,0,NA,NA,graduated_college,small,NA,English,male,NA,NA,You and your friend see the following:,2,1567791774285,NA,NA,1,NA,NA,NA,incongr,custom_main_text2
486,What do you think your friend meant?,NA,It is small relative to other,images/flower-parade-basic.png,13,NA,NA,NA,no,2,flowers,Patricia,NA,NA,0,yes,"You and your friend see another member of the group <br /> (not pictured), and your friend says: <br/><b>That's a small dandelion.</b>",prenominal,NA,34,flowers,NA,0,NA,NA,graduated_college,small,NA,English,male,NA,NA,You and your friend see the following:,3,1567791774285,NA,NA,1,NA,NA,NA,basic,custom_main_text2
484,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,No,1,NA,Sarah,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",28,buildings,NA,NA,NA,NA,some_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1567791940921,1,NA,1,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
484,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,No,1,birds,Sarah,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,28,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,NA,English,male,NA,birds,NA,1,1567791940921,1,This is an,1,These are both,eagle,NA,NA,warmup1
